"conceptid";"preflabel";"modified";"altlabel";"definition"
"S0700031";"10th percentile";"7/23/2018 01:28:13";"";"The value below which 10 percent of the observations may be found."
"S0700032";"16th percentile";"7/23/2018 01:28:29";"";"The value below which 16 percent of the observations may be found."
"S0700033";"25th percentile";"7/23/2018 01:29:22";"";"The value below which 25 percent of the observations may be found."
"S0700034";"5th percentile";"7/23/2018 01:29:34";"";"The value below which 5 percent of the observations may be found."
"S0700035";"75th percentile";"7/23/2018 01:30:13";"";"The value below which 75 percent of the observations may be found."
"S0700036";"95th percentile";"7/23/2018 01:30:31";"";"The value below which 95 percent of the observations may be found."
"S0700037";"90th percentile";"7/23/2018 01:30:43";"";"The value below which 90 percent of the observations may be found."
"S0700038";"84th percentile";"7/23/2018 01:31:02";"";"The value below which 84 percent of the observations may be found."
"S0700039";"1st percentile";"7/23/2018 01:31:23";"";"The value below which 1 percent of the observations may be found."
"S0700040";"50th percentile";"7/23/2018 01:35:10";"median";"The mid-point of a frequency distribution."
"S0700041";"mode";"7/23/2018 14:06:01";"";"The most frequent value in a frequency distribution."
"S0700042";"hourly maximum";"5/31/2019 15:36:00";"";"The largest value recorded on any continuous period of 1 hour as specified elsewhere in the metadata."
"S0700043";"hourly minimum";"5/31/2019 15:36:36";"";"The smallest value recorded on any continuous period of 1 hour as specified elsewhere in the metadata."
"S0700044";"2-minute maximum";"1/11/2020 00:36:03";"";"The largest value recorded within any continuous period of two minutes as specified elsewhere in the metadata."
"S0700045";"10-minute maximum";"1/11/2020 00:36:03";"";"The largest value recorded within any continuous period of ten minutes as specified elsewhere in the metadata."
"S0700046";"1-minute maximum";"1/11/2020 00:36:03";"";"The largest value recorded within any continuous period of one minute as specified elsewhere in the metadata."
"S0700047";"10-second maximum";"1/11/2020 00:36:03";"";"The largest value recorded within any continuous period of ten seconds as specified elsewhere in the metadata."
"S0700048";"30-second maximum";"1/11/2020 00:36:03";"";"The largest value recorded within any continuous period of thirty seconds as specified elsewhere in the metadata."
"S0700049";"20-minute mean";"1/11/2020 00:36:03";"";"A value representing the average over a twenty minute time interval. The method for calculating the mean may vary depending on the type of observations being made."
