"conceptid";"preflabel";"modified";"altlabel";"definition"
"S0600059";"Enrichment with respect to 114Cd/110Cd in NIST SRM 3108";"8/10/2017 01:25:40";"delta(114/110CdNIST)";"Deviation of the 114Cd/110Cd isotopic ratio of a sample relative to the standard solution SRM 3108, a reference material for cadmium (Cd) developed by the US National Institute of Standards and Technology. It is defined as delta(114/110Cd)NIST =([114Cd/110Cd]sample/[114Cd/110Cd]NIST)-1)×1000. One delta unit represents a one part per 1,000 deviation from the NIST standard composition."
"S0600060";"Enrichment with respect to 66Zn/64Zn in Lyon JMC 3-0749";"4/27/2022 18:00:33";"delta(66/64ZnLyon-JMC)";"Deviation of the isotope ratio zinc-66/zinc-64 relative to the Lyon standard JMC 3-0749, a reference material for zinc developed at the Ecole Normale Supérieure of Lyon using Johnson-Matthey Company (JMC) metal stock 3-0749. It is defined as delta(66Zn/64Zn)Lyon-JMC =([66Zn/64Zn]sample/[66Zn/64Zn]Lyon-JMC)-1)×1000. One delta unit represents a one part per 1,000 deviation from the Lyon-JMC standard composition."
"S0600061";"Log ligand binding strength";"2/23/2017 13:30:28";"";"The logarithmic value of the stability constant for the formation of a complex formed by the interaction of a metal ion with a ligand in solution."
"S0600062";"Enrichment with respect to 66Zn/64Zn in IRMM-3702";"4/27/2022 18:00:33";"delta(66/64ZnIRMM-3702)";"Deviation of the isotope ratio zinc-66/zinc-64 relative to the Institute for Reference Materials and Measurements, Belgium (IRMM) 3702 standard. It is defined as delta(66Zn/64Zn)IRMM-3702 =([66Zn/64Zn]sample/[66Zn/64Zn]IRMM-3702)-1)×1000. One delta unit represents a one part per 1,000 deviation from the IRMM-3702 standard composition."
"S0600063";"Enrichment with respect to 60Ni/58Ni in NIST SRM 986";"3/21/2017 14:43:54";"";"Deviation of the 60Ni/58Ni isotopic ratio of a sample relative to the National Institute of Standards and Technology (NIST, USA) standard solution SRM 986."
"S0600064";"Enrichment with respect to 56Fe/54Fe in IRMM-14";"4/4/2017 12:00:53";"";"Deviation of the isotope ratio 56Fe/54Fe relative to the Institute for Reference Materials and Measurements, Belgium (IRMM) 14 standard."
"S0600065";"Enrichment with respect to VSMOW";"4/25/2017 18:39:01";"";"The change in the relative abundance of an isotope of a given element relative to the reference abundance measured in Vienna Standard Mean Ocean Water (VSMOW)."
"S0600066";"Enrichment with respect to the VSMOW-SLAP scale";"4/25/2017 18:53:04";"";"The change in the relative abundance of an isotope of a given element relative to the value given on a scale formed by the reference materials Vienna Standard Mean Ocean Water (VSMOW) and Standard Light Antarctic Precipitation (SLAP)."
"S0600067";"Proportion by dry weight";"6/28/2017 17:19:49";"";"A quantified subset of an entity based on dry weight."
"S0600068";"Proportion by volume";"6/28/2017 17:23:36";"";"A quantified subset of an entity based on volume."
"S0600069";"Proportion by weight or volume";"6/28/2017 17:27:24";"";"A quantified subset of an entity based on weight or volume; usage of this code should be restricted to situations when it is not possible to know whether weight or volume was used to derive the proportion."
"S0600070";"Proportion by number";"6/28/2017 17:28:59";"";"A quantified subset of an entity based on counts."
"S0600071";"Mole fraction at 100% humidity";"6/29/2017 11:46:07";"";"Ratio of the amount expressed in moles of a component divided by the total number of moles of all constituents in an air sample at 100% humidity (sometimes also labelled 'wet air')."
"S0600072";"Mole fraction in dry air";"6/29/2017 11:46:11";"";"Ratio of the amount expressed in moles of a component divided by the total number of moles of all constituents in an air sample after removal of water vapour."
"S0600073";"Mole fraction";"6/29/2017 11:55:13";"";"Ratio of the amount expressed in moles of a component divided by the total number of moles of all constituents in a mixture."
"S0600074";"Fugacity";"6/29/2017 12:58:12";"";"The effective partial pressure of a gas allowing for the non-ideal nature of the gas phase."
"S0600075";"Fugacity anomaly (water - air)";"6/29/2017 01:02:18";"";"The difference between the fugacity of a gas in a sample in equilibrium with water minus the fugacity of this gas in an air sample."
"S0600076";"Concentration change rate";"6/29/2017 15:16:52";"";"The difference between the concentration of a substance at a given time minus its concentration at an earlier time divided by the time elapsed between the two time points."
"S0600077";"Dissimilation rate";"7/11/2017 11:57:23";"";"The speed with which an organic substance is broken down into simpler molecules in living organisms, releasing energy."
"S0600078";"Reduction rate";"7/11/2017 12:33:33";"";"The speed at which a chemical species decreases its oxidation number by gaining electrons or, in organic chemistry, losing oxygen or gaining hydrogen. Reduction is coupled to oxidation in redox reactions."
"S0600079";"Oxidation rate";"7/11/2017 12:35:55";"";"The speed at which a chemical species increases its oxidation number by losing electrons or, in organic chemistry, gaining oxygen or losing hydrogen. Oxidation is coupled with reduction in redox reactions."
"S0600080";"Absorbance";"7/11/2017 19:11:54";"";"A measure of the quantity of incident electromagnetic radiation that is absorbed by an object, substance or solution."
"S0600081";"Cell volume";"8/1/2017 00:45:49";"";"The volume of a single cell or the average volume of single cells."
"S0600082";"Temperature";"9/18/2017 17:26:00";"";"The degree of hotness of an object, a measurement matrix, an environment, expressed against a standard scale."
"S0600083";"Practical salinity";"9/19/2017 01:25:47";"";"The quantity of dissolved ions (predominantly salt in seawater) expressed on a scale (PSS-78) based on the conductivity ratio of a seawater sample to a standard KCl solution."
"S0600084";"Absolute salinity";"9/19/2017 18:13:35";"";"Salinity in terms of mass per unit mass computed from practical salinity using TEOS-10 equation of state."
"S0600085";"Salinity";"9/19/2017 18:18:17";"";"The mass of sodium chloride dissolved per unit mass of the water column (definition prior to introduction of PSS-78 Practical Salinity Scale)."
"S0600086";"Ash-free dry weight biomass";"1/10/2018 16:02:28";"AFDW";"An estimate of the weight of organic biomass in a given area , volume or mass of environmental matrix based on the weight of a biological sample after drying minus the weight of the material left behind after total incineration of the sample (mineral fraction)."
"S0600087";"Dry weight biomass";"1/10/2018 15:59:59";"";"The weight of both organic and inorganic (i.e. mineral) matter of biological organisms in a given area, volume or mass of environmental matrix after all the water has been removed. This is typically done by baking samples at a temperature low enough to avoid combustion (typically around 60 degrees Celsius) followed by a period in a sealed container containing a desiccant."
"S0600088";"Wet weight biomass";"10/14/2017 15:58:37";"";"The fresh weight of a biological sample including its water content and its organic and inorganic components."
"S0600089";"Size class";"11/25/2017 22:27:29";"";"A size interval defined as a character string indicating the lower size limit, the upper size limit and the unit of measurement of the upper and lower limits."
"S0600090";"Colour class";"11/25/2017 22:29:33";"";"A character string defining a colour category in a classification."
"S0600091";"Type class";"11/25/2017 22:30:19";"";"A character string defining a type category in a classification."
"S0600092";"Shape class";"11/25/2017 22:30:47";"";"A character string defining a shape category in a classification."
"S0600093";"Polymer type";"11/25/2017 22:31:38";"";"A character string defining a polymer type in a classification."
"S0600094";"Length (prosome)";"11/29/2017 03:42:30";"";"The distance along the main axis of the anterior region of the body of certain invertebrates."
"S0600095";"Length (metasome)";"11/29/2017 03:44:10";"";"The distance along the main axis of the posterior region of the body of certain invertebrates."
"S0600096";"Length (from the front of the eye to the tip of the telson)";"11/29/2017 03:55:10";"";"The distance along the main axis between a point just in front of the eye and the end of the rear-most segment of the body of certain invertebrates (e.g. crustaceans)."
"S0600097";"Length (culmen)";"11/30/2017 04:33:57";"";"A standard measurement in bird biometrics referring to the distance along the main axis of the upper margin of the beak or bill."
"S0600098";"Length (head)";"11/30/2017 04:34:00";"";"A standard measurement used in biometric science, in particular bird biometrics."
"S0600099";"Length (tarsus)";"11/30/2017 04:35:33";"";"A standard measurement used in biometric science, in particular bird biometrics."
"S0600100";"Length (wing)";"11/30/2017 04:36:19";"";"A standard measurement used in biometric science, in particular bird or insect biometrics."
"S0600101";"Length (Standard Length)";"11/30/2017 04:37:28";"";"A standard measurement used in biometric science, in particular fish biometrics."
"S0600102";"Bill depth at gonys";"12/1/2017 03:57:47";"";"A standard measurement in bird biometrics."
"S0600103";"Wave height";"12/7/2017 15:19:02";"H";"The vertical distance from a wave trough (transition between decreasing water level to increasing water level) to the following wave crest (transition between increasing water level to decreasing water level)."
"S0600104";"Wave crest height";"12/7/2017 15:19:02";"Hc";"The vertical distance between a wave crest (transition between increasing water level to decreasing water level) and the calm sea surface."
"S0600105";"Significant wave height";"12/7/2017 15:19:02";"Hs";"A statistic computed from wave measurements that correspond to the average height of the highest one third of the waves, where the height is defined as the vertical distance from a wave trough to the following wave crest."
"S0600106";"Characteristic wave height";"12/7/2017 15:19:02";"Hrms*4";"A computationally convenient approximation (root mean square wave height in sampling period multiplied by 4) to significant wave height. Significant wave height is a statistic computed from wave measurements that correspond to the average height of the highest one third of the waves, where wave height is defined as the vertical distance from a wave trough to the following wave crest."
"S0600107";"Spectral significant wave height";"12/7/2017 15:19:02";"Hm0";"A computationally convenient approximation (square root of the zeroth spectral moment multiplied by 4 or 4 times the wave height standard deviation) to significant wave height. Significant wave height is a statistic computed from wave measurements that correspond to the average height of the highest one third of the waves, where wave height is defined as the vertical distance from a wave trough to the following wave crest."
"S0600108";"Zero-crossing period";"7/17/2018 17:51:13";"Tz";"A wave statistic parameter. Wave period is the time between two successive designated events in the waveform. Zero-crossing is an event where the waveform crosses the zero axis formed by the record average level in a given direction. Normally this crossing is from negative to positive known as an up-crossing."
"S0600109";"Wave crest period";"12/7/2017 15:19:02";"Tc";"Wave period is the time between two successive designated events in the waveform. A wave crest event is the transition between increasing water level to decreasing water level."
"S0600110";"Wavelength";"12/7/2017 15:19:02";"";"The physical distance between successive wave crests."
"S0600111";"Direction (towards)";"6/1/2018 16:30:28";"";"The compass direction (degrees clockwise from True North) towards which a vector is travelling."
"S0600112";"Direction (from)";"6/1/2018 16:30:14";"";"The compass direction (degrees clockwise from True North) from which a vector is propagating."
"S0600113";"Directional spreading";"7/17/2018 15:56:45";"";"The standard deviation of the wave directions."
"S0600114";"Directional spectral density";"7/17/2018 17:55:01";"";"A spectral analysis wave parameter. The variance of sea surface elevation at a given frequency (wave period reciprocal) and given direction in a directional wave power spectrum."
"S0600115";"Wave spectral density";"12/7/2017 15:19:02";"";"The variance of sea surface elevation at a given frequency (wave period reciprocal) in a wave power spectrum."
"S0600116";"Wave level";"12/7/2017 15:19:02";"";"The instantaneous distance between the water surface at the point of measurement and a fixed datum such as the instrument or calm sea surface."
"S0600117";"Wave steepness";"12/7/2017 15:19:02";"";"The ratio of the wave height divided by the wavelength."
"S0600118";"Wave spectrum check factor";"12/7/2017 15:19:02";"";"The ratio of horizontal displacements to vertical displacements (heave) returned as a quality control check parameter by some wave recorders for each frequency band in the spectrum."
"S0600125";"4-pi scalar irradiance as photons";"12/18/2017 20:01:38";"";"The flux of photons reaching a spherical surface from every direction."
"S0600126";"Downwelling 2-pi scalar irradiance as photons";"12/18/2017 20:04:42";"";"The downward component of the flux of photons reaching an hemispherical surface."
"S0600127";"Downwelling vector irradiance as photons";"12/18/2017 20:03:36";"";"The downward vertical component of the flux of photons reaching a surface."
"S0600128";"Upwelling 2-pi scalar irradiance as photons";"12/18/2017 20:08:54";"";"The flux of photons reaching a downward-looking hemispherical surface."
"S0600129";"Upwelling vector irradiance as photons";"12/18/2017 20:11:46";"";"The upward vertical component of the flux of photons reaching a surface."
"S0600130";"Downwelling 2-pi scalar irradiance as energy";"12/18/2017 20:13:57";"";"The downward hemispherical component of light as electromagnetic radiation energy."
"S0600131";"Downwelling vector irradiance as energy";"12/18/2017 20:15:00";"";"The downward vertical component of light as electromagnetic radiation energy."
"S0600132";"Upwelling vector irradiance as energy";"12/18/2017 20:15:36";"";"The upward vertical component of light as electromagnetic radiation energy."
"S0600133";"Upwelling 2-pi scalar irradiance as energy";"12/18/2017 20:16:17";"";"The upward hemispherical component of light as electromagnetic radiation energy."
"S0600134";"Total water radiance";"12/19/2017 00:52:54";"";"The total radiance above the water surface measured at a nadir angle between 30 and 50 degrees."
"S0600135";"Normalised water-leaving radiance";"12/19/2017 00:54:16";"";"Approximately the radiance that would exit the ocean in the absence of the atmosphere and with the sun at the zenith."
"S0600136";"Water-leaving radiance";"12/19/2017 00:55:03";"";"The radiance leaving the water as determined once the total water radiance, the sky radiance and the downwelling irradiance are known."
"S0600137";"Irradiance as photons";"12/19/2017 00:57:56";"";"Radiative photon flux incident on a surface."
"S0600138";"Upwelling radiance as energy";"12/19/2017 13:16:23";"";"The radiative energy emitted upward from a source per unit of solid angle of a beam per unit area perpendicular to the beam."
"S0600139";"Sky radiance as energy";"12/19/2017 13:18:27";"";"The indirect (sky) radiance measured at a zenith angle between 30 and 50 degrees."
"S0600140";"Global standard stratigraphic age";"12/19/2017 22:01:23";"GSSA";"Unavailable"
"S0600141";"Period at spectral maximum";"12/20/2017 17:00:39";"Peak period";"A statistical wave parameter defined as the wave period at the peak of the spectrum (i.e. modal period)."
"S0600142";"Direction (from) at spectral maximum";"4/8/2019 16:46:03";"";"A spectral analysis wave parameter defined as the direction from which the waves with the highest energy are coming."
"S0600143";"Period at first spectral moment";"7/17/2018 14:39:47";"Tm01";"A mean wave period derived from spectral moments of order zero and 1, and defined as m0/m1. It corresponds to the inverse of mean frequency."
"S0600144";"Net vector irradiance as energy";"12/21/2017 16:26:18";"";"The difference between downwelling vector irradiance as energy and upwelling vector irradiance as energy."
"S0600145";"Period at second spectral moment";"7/17/2018 14:40:38";"Tm02";"A mean wave period derived from spectral moments of order zero and 2, and defined as sqrt(m0/m2);  approximately equivalent to the mean zero-crossing wave period Tz."
"S0600146";"Area";"3/27/2018 15:24:46";"";"The size of a 2-dimensional plane; for the exposed surface of a solid object use 'Surface area'."
"S0600147";"Description";"1/10/2018 16:14:32";"";"A character string providing textual information either as free-text or using a controlled vocabulary."
"S0600148";"Dry weight";"1/10/2018 16:08:44";"";"The weight of an object or sample after all water has been removed."
"S0600149";"Length (expressed as pixels)";"10/14/2021 16:55:26";"";"The longest horizontal dimension of an object captured in a digital image and measured in number of pixels."
"S0600150";"Peak height";"1/11/2018 16:00:31";"";"The maximum value in a flow cytometry pulse record."
"S0600151";"Period";"1/12/2018 00:33:05";"";"The interval of time between successive occurrences of an oscillatory or cyclic phenomenon."
"S0600152";"Speed";"1/12/2018 18:13:18";"";"The rate at which matter moves."
"S0600153";"Eastward velocity";"1/12/2018 18:19:28";"";"The rate at which matter moves towards the East."
"S0600154";"Northward velocity";"1/12/2018 18:19:50";"";"The rate at which matter moves towards the North."
"S0600155";"Width";"1/18/2018 13:53:58";"";"The side-to-side dimension of an object."
"S0600156";"Identifier";"1/30/2018 21:43:36";"";"A language-independent label that uniquely identifies an object within an identification system."
"S0600157";"Name";"1/31/2018 21:03:30";"";"A language-dependent label that identifies an object."
"S0600158";"Registered name identifier";"2/1/2018 18:42:32";"";"A language-independent opaque label that uniquely identifies a registered name within a controlled vocabulary system (e.g. registry, thesaurus, dictionary)."
"S0600159";"Registered name";"2/1/2018 18:42:34";"";"A language-dependent label that identifies an object and is registered in a controlled vocabulary system (e.g. registry, thesaurus, dictionary)."
"S0600160";"Temperature (IPTS-68)";"2/15/2018 17:27:55";"";"The degree of hotness expressed against the International Practical Temperature Scale of 1968 (IPTS-68) calibration standard."
"S0600161";"Temperature (ITS-90)";"2/15/2018 17:28:48";"";"The degree of hotness expressed against the International Temperature Scale of 1990 (ITS-90) calibration standard."
"S0600162";"Temperature gradient (vertical)";"7/24/2018 17:46:21";"";"The rate of change in the degree of hotness along the vertical."
"S0600163";"Voltage";"9/3/2018 14:24:10";"";"The difference in electric potential between two points. For the raw signal output as voltage of a measuring device use S0600183 for 'Raw signal (voltage)'"
"S0600164";"Elapsed time";"3/4/2018 17:14:13";"";"The amount of time passed between two marked events."
"S0600165";"Electric current";"3/4/2018 17:44:09";"I";"A flow of charged particles."
"S0600166";"Height (spatial coordinate)";"3/14/2018 18:26:05";"";"The vertical location of an object or an observation in a water body or in the atmosphere expressed as the distance above a specified datum."
"S0600167";"Depth (spatial coordinate)";"3/14/2018 18:27:03";"";"The vertical location of an object or an observation in a water body or in the sediment expressed as the distance below a specified datum."
"S0600168";"Pressure (spatial coordinate)";"3/14/2018 18:28:00";"";"The vertical location of an object or an observation in a water body or in the atmosphere expressed as the pressure exerted by the water column or the atmosphere at that depth or altitude."
"S0600169";"Depth";"3/26/2018 15:06:08";"";"The vertical dimension through an object or a body of matter measured downward from an upper surface (or top) to its base (or bottom) (e.g. water column depth). Not to be used for depth as a spatial coordinate."
"S0600170";"Proportion necrosis by area";"3/26/2018 15:17:22";"";"The quantified subset of a biological entity affected by necrosis (i.e. dead tissue) based on surface area. The proportion is often expressed as a percentage."
"S0600171";"Proportion coverage";"3/26/2018 15:50:53";"";"The quantified subset of an area of substrate covered by an entity."
"S0600172";"Surface area";"3/27/2018 15:24:55";"";"The size of the exposed surface of a 3-dimensional object."
"S0600173";"Count (leaves per shoot)";"3/27/2018 15:28:03";"";"The number of leaves per shoot of a vascular plant."
"S0600174";"Turbidity";"4/16/2018 18:29:30";"";"An expression of the optical properties of a liquid that causes light rays to be scattered and absorbed rather than transmitted in straight lines through a sample. (ASTM, 2003a)"
"S0600175";"Enrichment with respect to 176Hf/177Hf in the CHondritic Uniform Reservoir (CHUR)";"4/18/2018 19:15:03";"";"Departure of the isotope ratio 176Hf/177Hf from the CHondritic Uniform Reservoir (CHUR) evolution line."
"S0600176";"Enrichment with respect to 53Cr/52Cr in NBS979";"5/17/2018 11:44:44";"delta(53Cr/52CrNBS979)";"Deviation of the isotope ratio 53Cr/52Cr relative to the international reference material, NBS979, a chromium isotopic standard."
"S0600177";"Gas tension";"5/23/2018 01:52:06";"";"The partial pressure of gases dissolved in a medium such as blood or seawater."
"S0600178";"Abundance category";"6/7/2018 17:34:48";"";"Nominal scale used to qualify the abundance of an organism in a survey or sample."
"S0600179";"Abundance category (SACFOR)";"6/8/2018 12:35:10";"";"Standardised nominal scale that classifies the abundance of marine benthic flora and fauna into 6 categories (Superabundant, Abundant, Common, Frequent, Occasional, Rare) based on the percent cover or density of organisms on the bed."
"S0600183";"Raw signal (voltage)";"7/6/2018 01:58:46";"";"The raw voltage output of a measuring device before conversion to engineering units."
"S0600184";"Raw signal (counts)";"7/6/2018 14:00:57";"";"The Analog-to-Digital Converter (ADC) count output of a measuring device before conversion to engineering units."
"S0600185";"Raw signal (frequency)";"7/6/2018 14:01:38";"";"The raw frequency output of a measuring device before conversion to engineering units."
"S0600186";"Raw signal (current)";"7/6/2018 14:01:57";"";"The raw current output of a measuring device before conversion to engineering units."
"S0600187";"Raw signal (arbitrary scale)";"7/6/2018 14:05:01";"";"The raw output of a measuring device expressed in arbitrary units that have no absolute meaning without calibration."
"S0600188";"Wet weight to dry weight ratio";"7/13/2018 17:47:44";"wwt/dwt";"The calculated ratio between the fresh weight and the weight after drying of a sample."
"S0600189";"Period at first negative spectral moment";"7/17/2018 14:43:46";"Tm-10";"A mean wave period derived using spectral moments of order zero and -1, and defined as m-1/m0."
"S0600190";"Directional spreading at spectral maximum";"7/17/2018 15:58:59";"";"A spectral analysis wave parameter."
"S0600191";"Zero-crossing wave height";"7/18/2018 10:00:04";"Hz";"Wave height derived from zero-crossing wave analysis and defined as the vertical distance between the lowest and the highest value within the wave period defined by two consecutive zero-up or zero-down-crossing points in the wave record."
"S0600192";"Grain-size";"7/23/2018 12:30:55";"";"A term used in sedimentology and size distribution analysis of granular material in general to refer to the diameter of individual particles."
"S0600193";"Unidirectivity index";"7/23/2018 01:00:19";"UI";"A directional wave spectrum parameter defined by Barstow et al (1991) indicating the directional homogeneity of the wave field; UI=1 if all mean wave directions are aligned."
"S0600194";"Elapsed time since 00:00:00 UTC";"9/10/2018 18:45:30";"";"The time that has passed between the beginning of the day at 00:00:00Z and the timestamped event."
"S0600195";"Critical erosion velocity threshold";"9/4/2018 01:25:14";"";"The velocity at which bed sediments are entrained into suspension by fluid flow."
"S0600196";"Potential erosion depth";"9/4/2018 01:25:14";"";"The potential elevation eroded from a sediment bed according to the measured properties of the bed and removed material."
"S0600197";"Correlation magnitude";"9/11/2018 16:50:46";"";"A measure of the pulse to pulse correlation in acoustic pulses from an acoustic dopppler current profiler, at the lag used for estimating the doppler phase shift. Used as a quality control indicator."
"S0600198";"Consumption rate";"9/11/2018 16:37:51";"";"The amount of a given subtance used over a given period of time."
"S0600199";"Eastward Stokes drift velocity";"9/14/2018 16:32:26";"";"The average eastward velocity when following a fluid parcel as it travels with the fluid flow. It is also defined as the difference between the average Lagrangian flow velocity of a fluid parcel and the average Eulerian flow velocity of the fluid at a fixed position."
"S0600200";"Northward Stokes drift velocity";"9/14/2018 16:32:26";"";"The average northward velocity when following a fluid parcel as it travels with the fluid flow. It is also defined as the difference between the average Lagrangian flow velocity of a fluid parcel and the average Eulerian flow velocity of the fluid at a fixed position."
"S0600202";"Upward velocity";"9/14/2018 16:32:26";"";"The rate at which matter moves along the vertical, in an upwards direction."
"S0600203";"Vertical speed";"9/14/2018 16:32:26";"";"The rate at which matter moves along the vertical, either upwards or downwards."
"S0600204";"Horizontal transport rate";"9/14/2018 16:32:26";"";"The rate at which matter moves along the horizontal."
"S0600207";"Downstream velocity";"10/1/2018 15:42:35";"";"The rate at which matter, an entity or an object moves downstream, in the direction a current stream or a river flows."
"S0600208";"Echo intensity";"9/14/2018 16:32:26";"";"A measure of the intensity or strength of the backscattered acoustic signal return per beam and depth cell from an acoustic doppler current profiler (ADCP)."
"S0600209";"Acceptable proportion";"9/14/2018 16:32:26";"";"Also referred to as Percent Good, this is the proportion of good data collected per beam and depth cell from an acoustic doppler current profiler (ADCP). Represented as a percentage between 0 and 100."
"S0600210";"Error velocity";"9/14/2018 16:32:26";"";"The difference between two independent estimates of vertical velocity derived for each beam pair of an acoustic doppler current profiler (ADCP)."
"S0600211";"Diameter";"9/21/2018 08:15:31";"";"The length of a straight line passing through the center of a round object or figure from side to side."
"S0600212";"Abundance category (SACFORN)";"9/21/2018 14:44:17";"";"Standardised nominal scale that classifies the abundance of marine benthic flora and fauna into 7 categories (Superabundant, Abundant, Common, Frequent, Occasional, Rare, Not found) based on the percent cover or density of organisms on a surface. A variant of the SACFOR scale with the purpose of adding a zero category."
"S0600213";"Presence or absence";"9/26/2018 15:07:16";"presence-absence";"Statement of whether an object or a phenomenon is present (boolean true) or absent (boolean false) from an observation."
"S0600214";"Direction of motion";"10/2/2018 18:42:08";"";"The compass direction (degrees clockwise from True North) towards which an object is moving."
