"conceptid";"preflabel";"modified";"altlabel";"definition"
"S03129";"in-situ light and dark bottle incubation";"4/27/2006 09:10:59";"";"Aliquots of the sample were retained for a predetermined period on a rig at its location and depth of collection in both clear and totally opaque containers."
"S0313";"methanol extraction";"4/27/2006 09:10:59";"";"The sample has been mixed with methanol solvent to extract soluble compounds, usually plant pigments."
"S03131";"in-situ pore water sampling, filtration";"4/27/2006 09:10:59";"";"Samples of sediment pore water were taken using a specialised in-situ apparatus and further purified by passing through a filter."
"S03132";"in-situ pore water sampling, filtration, chelation, solvent extraction";"4/27/2006 09:10:59";"";"Samples of sediment pore water were taken using a specialised in-situ apparatus and further purified by passing through a filter and analysed for dissolved metals by complexing with a chelating agent (e.g. EDTA) and extracted the resulting complex in a solvent."
"S03133";"incubation in the dark";"1/25/2007 16:12:17";"";"The sample was retained for a predetermined period in total darkness."
"S03134";"incubation at full natural light level";"4/27/2006 09:10:59";"";"The sample was retained for a predetermined period in full natural light."
"S03135";"incubation under ultra-violet light";"4/27/2006 09:10:59";"";"The sample was retained for a predetermined period under ultra-violet light."
"S03136";"leaching";"4/27/2006 09:10:59";"";"Treatment of a sample with reagents designed to extract analyte in a particular chemical state within the sample."
"S03137";"light and dark bottle incubation";"4/27/2006 09:10:59";"";"Aliquots of the sample were retained for a predetermined period at a range of light levels and in total darkness."
"S03138";"mesocosm simulated resuspension";"4/27/2006 09:10:59";"";"The sample was taken from a mesocosm following a simulated resuspension event created by vigorous stirring."
"S03139";"no acidification";"4/27/2006 09:10:59";"";"There is explicit information that the sample, usually for carbon analysis, had not been treated with acid to remove inorganic carbon."
"S0314";"no preservation and no staining";"4/27/2006 09:10:59";"";"The sample has been examined, usually immediately after collection, without commonly applied processing to reduce the risk of biological material degradation."
"S03142";"on-deck incubation";"4/27/2006 09:10:59";"";"The sample was retained for a predetermined period in a surface seawater bath at a light level (usually documented elsewhere) produced by quantitative shading of natural light."
"S03143";"on-deck incubation with nutrients, filtration";"4/27/2006 09:10:59";"";"The sample, with nutrients present either at ambient or enhanced concentrations, has been retained in an incubator flushed by surface seawater in either full natural light or natural light reduced by a known amount using screens.  This was followed by filtration to isolate the particulate phase for analysis."
"S03144";"on-deck incubation without nutrients, filtration";"4/27/2006 09:10:59";"";"The sample, from which nutrients have been excluded, has been retained in an incubator flushed by surface seawater in either full natural light or natural light reduced by a known amount using screens.  This was followed by filtration to isolate the particulate phase for analysis."
"S03145";"on-deck light and dark bottle incubation";"4/27/2006 09:10:59";"";"Aliquots of the sample were retained for a predetermined period in a surface seawater bath at a range of light levels produced by quantitative shading of natural light and in total darkness."
"S03146";"on-deck mesocosm incubation";"4/27/2006 09:10:59";"";"The sample, usually a sediment core, was retained for a predetermined period in shipboard conditions reproducing the environment in which it was collected as closely as possible.  For deep sea samples this usually includes filling the mesocosm with  bottom water collected from the sampling site and a controlled temperature laboratory."
"S03149";"oxalic acid extraction";"4/27/2006 09:10:59";"";"The analyte was leached from the sample by attack with oxalic acid. This selectively samples the amorphous phase of the sample."
"S0315";"no staining";"4/27/2006 09:10:59";"";"The sample has been examined without staining to reduce the risk of biological material degradation."
"S03150";"oxidation";"4/27/2006 09:10:59";"";"Treatment of the sample with a chemical oxidising agent."
"S03151";"persulphate digestion";"4/27/2006 09:10:59";"";"The sample was treated with persulphate to dissolve any particulate phase present."
"S03152";"digestion, purification, plating";"4/27/2006 09:10:59";"";"The sample was totally dissolved by aggressive attack with strong acid, chemically processed to remove impurities and then deposited onto a substrate ready for radio-isotope assay."
"S03153";"plating";"4/27/2006 09:10:59";"";"Deposition of the sample onto a substrate ready for radio-isotope assay."
"S03154";"polyacrylamide gel probe sampling";"4/27/2006 09:10:59";"";"A dissolved substance, usually a trace metal, sample was obtained using a scavenging gel."
"S03156";"purging, cryogenic trapping";"4/27/2006 09:10:59";"";"Dissolved gases were stripped from the sample by passing inert gas through the sample and collected in a liquid nitrogen trap."
"S0316";"not specified";"4/27/2006 09:10:59";"";"The sample may, and probably has, undergone some form of processing but no information is given concerning this."
"S03160";"sediment trapping, acetone extraction";"4/27/2006 09:10:59";"";"The sample has been collected using a device designed to collect material as it sinks down through the water column then mixed with acidified acetone to extract analytes, usually plant pigments."
"S03161";"sediment trapping, acid digestion";"4/27/2006 09:10:59";"";"The sample has been collected using a device designed to collect material as it sinks down through the water column then completely dissolved by aggressive attack with strong acid."
"S03162";"sediment trapping, acid hydrolysis";"4/27/2006 09:10:59";"";"The sample has been collected using a device designed to collect material as it sinks down through the water column then reacted with acid to liberate amino acids."
"S03163";"sediment trapping, acidification";"4/27/2006 09:10:59";"";"The sample has been collected using a device designed to collect material as it sinks down through the water column then treated with acid to remove inorganic carbon."
"S03164";"sediment trapping, combustion";"4/27/2006 09:10:59";"";"The sample has been collected using a device designed to collect material as it sinks down through the water column then strongly heated in air."
"S03165";"sediment trapping, methanol extraction";"4/27/2006 09:10:59";"";"The sample has been collected using a device designed to collect material as it sinks down through the water column then mixed with methanol to extract analytes, usually plant pigments."
"S03166";"sediment trapping, no acidification";"4/27/2006 09:10:59";"";"The sample has been collected using a device designed to collect material as it sinks down through the water column. There is explicit information that there was no treatment to remove inorganic carbon."
"S03167";"sediment trapping, oxidation";"4/27/2006 09:10:59";"";"The sample has been collected using a device designed to collect material as it sinks down through the water column then treated with a chemical oxidising agent."
"S03168";"sediment trapping, solvent extraction";"4/27/2006 09:10:59";"";"The sample has been collected using a device designed to collect material as it sinks down through the water column then mixed with an unspecified solvent to extract analytes."
"S03169";"sediment trapping, volume measurement, drying";"4/27/2006 09:10:59";"";"The sample has been collected using a device designed to collect material as it sinks down through the water column then the physical volume of the wet sample was obtained before water was removed by gentle warming, freezing in a vacuum or storage in a desiccator."
"S0317";"on-deck incubation dilution experiment";"4/27/2006 09:10:59";"";"The sample has been taken from one of a series of incubations of a seawater sample at multiple dilutions in an incubator flushed by surface seawater in either full natural light or natural light reduced by a known amount using screens. This is usually associated with the quantification of phytoplankton consumption by grazers."
"S03171";"shower-head equilibration with air, drying";"9/24/2007 14:40:55";"";"The dissolved gas content of a water sample was brought into equilibrium by spraying it into a restricted volume of air which was subsequently dried and analysed, giving the composition of the sample dissolved gas phase."
"S03172";"siphoning";"4/27/2006 09:10:59";"";"The sample, usually sediment pore water or water overlying a core sample, was obtained by gentle mechanical extraction designed to minimise sample disturbance."
"S03173";"isotope-labelled tracer addition, DCMU poisoning, incubation at unspecified light level, cascade filtration";"11/24/2009 10:41:58";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was poisoned with DCMU (to eliminate phytoplankton), held for a predetermined time at an unstated (usually documented elsewhere) light intensity before filtration to collect the particulate phase as size fractions."
"S03174";"isotope-labelled tracer addition, DCMU poisoning, incubation at unspecified light level, filtration";"11/24/2009 14:39:44";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was poisoned with DCMU (to eliminate phytoplankton), held for a predetermined time at an unstated (usually documented elsewhere) light intensity before filtration to collect the particulate phase."
"S03175";"tracer doping, antibiotic poisoning, incubation at 100uE/m2/s light level, cascade filtration";"4/27/2006 09:10:59";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was poisoned with antibiotic (to eliminate bacteria), held for a predetermined time at the stated light intensity before filtration to collect the particulate phase as size fractions."
"S03176";"tracer doping, antibiotic poisoning, incubation at 100uE/m2/s light level, filtration";"4/27/2006 09:10:59";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was poisoned with antibiotic (to eliminate bacteria), held for a predetermined time at the stated light intensity before filtration to collect the particulate phase."
"S03177";"tracer doping, antibiotic poisoning, incubation at 188uE/m2/s light level, cascade filtration";"4/27/2006 09:10:59";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was poisoned with antibiotic (to eliminate bacteria), held for a predetermined time at the stated light intensity before filtration to collect the particulate phase as size fractions."
"S03178";"tracer doping, antibiotic poisoning, incubation at 188uE/m2/s light level, filtration";"4/27/2006 09:10:59";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was poisoned with antibiotic (to eliminate bacteria), held for a predetermined time at the stated light intensity before filtration to collect the particulate phase."
"S03179";"isotope-labelled tracer addition, antibiotic poisoning, incubation in the dark, cascade filtration";"12/20/2009 14:24:47";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was poisoned with antibiotic (to eliminate bacteria), held for a predetermined time in darkness before filtration to collect the particulate phase as size fractions."
"S0318";"on-deck incubation with nutrients";"4/27/2006 09:10:59";"";"The sample, with nutrients present either at ambient or enhanced concentrations, has been retained in an incubator flushed by surface seawater in either full natural light or natural light reduced by a known amount using screens."
"S03180";"isotope-labelled tracer addition, antibiotic poisoning, incubation in the dark, filtration";"12/20/2009 14:22:23";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was poisoned with antibiotic (to eliminate bacteria), held for a predetermined time in darkness before filtration to collect the particulate phase."
"S03181";"tracer doping, azide poisoning, incubation at 100uE/m2/s light level, cascade filtration";"4/27/2006 09:10:59";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was poisoned with azide (to eliminate biological activity), held for a predetermined time at the stated light intensity before filtration to collect the particulate phase as size fractions."
"S03182";"isotope-labelled tracer addition, azide poisoning, incubation at unspecified light level, cascade filtration";"1/10/2010 14:44:52";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was poisoned with azide (to eliminate biological activity), held for a predetermined time at an unstated (usually documented elsewhere) light intensity before filtration to collect the particulate phase as size fractions."
"S03183";"isotope-labelled tracer addition, azide poisoning, incubation at unspecified light level, filtration";"1/10/2010 14:40:58";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was poisoned with azide (to eliminate biological activity), held for a predetermined time at an unstated (usually documented elsewhere) light intensity before filtration to collect the particulate phase."
"S03184";"isotope-labelled tracer addition, in-situ incubation, cascade filtration";"12/31/2009 16:04:04";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was held for a predetermined time on a rig at the location and depth of sample collection before filtration to collect the particulate phase as size fractions."
"S03185";"isotope-labelled tracer addition, in-situ incubation, filtration";"12/31/2009 16:03:11";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was held for a predetermined time on a rig at the location and depth of sample collection before filtration to collect the particulate phase."
"S03186";"tracer doping, incubation at 100uE/m2/s light level, cascade filtration";"4/27/2006 09:10:59";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was held for a predetermined time at the stated light intensity before filtration to collect the particulate phase as size fractions."
"S03187";"tracer doping, incubation at 100uE/m2/s light level, diffusion extraction of gas";"4/27/2006 09:10:59";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was held for a predetermined time at the stated light intensity before dissolved gases were extracted for assay."
"S03188";"tracer doping, incubation at 100uE/m2/s light level, filtration";"4/27/2006 09:10:59";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was held for a predetermined time at the stated light intensity before filtration to collect the particulate phase."
"S03189";"tracer doping, incubation at 188uE/m2/s light level, cascade filtration";"4/27/2006 09:10:59";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was held for a predetermined time at the stated light intensity before filtration to collect the particulate phase as size fractions."
"S0319";"on-deck incubation without nutrients";"4/27/2006 09:10:59";"";"The sample, from which nutrients have been excluded, has been retained in an incubator flushed by surface seawater in either full natural light or natural light reduced by a known amount using screens."
"S03190";"tracer doping, incubation at 188uE/m2/s light level, diffusion extraction of gas";"4/27/2006 09:10:59";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was held for a predetermined time at the stated light intensity before dissolved gases were extracted for assay."
"S03191";"tracer doping, incubation at 188uE/m2/s light level, filtration";"4/27/2006 09:10:59";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was held for a predetermined time at the stated light intensity before filtration to collect the particulate phase."
"S03192";"tracer doping, incubation at 23uE/m2/s light level, filtration";"4/27/2006 09:10:59";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was held for a predetermined time at the stated light intensity before filtration to collect the particulate phase."
"S03193";"tracer doping, incubation at 530uE/m2/s light level, cascade filtration";"4/27/2006 09:10:59";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was held for a predetermined time at the stated light intensity before filtration to collect the particulate phase as size fractions."
"S03194";"tracer doping, incubation at 530uE/m2/s light level, filtration";"4/27/2006 09:10:59";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was held for a predetermined time at the stated light intensity before filtration to collect the particulate phase."
"S03195";"tracer doping, incubation at 80uE/m2/s light level, cascade filtration";"4/27/2006 09:10:59";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was held for a predetermined time at the stated light intensity before filtration to collect the particulate phase as size fractions."
"S03196";"tracer doping, incubation at 80uE/m2/s light level, filtration";"4/27/2006 09:10:59";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was held for a predetermined time at the stated light intensity before filtration to collect the particulate phase."
"S03197";"isotope-labelled tracer addition, incubation at different light levels, cascade filtration";"12/20/2009 14:28:23";"";"A dissolved radioactive or stable isotope tracer was added to the samples which were held for a predetermined time at different unstated (usually documented elsewhere) light levels before filtration to collect the particulate phase as size fractions."
"S03198";"isotope-labelled tracer addition, incubation at different light levels, filtration";"12/20/2009 14:27:30";"";"A dissolved radioactive or stable isotope tracer was added to the samples which were held for a predetermined time at different unstated (usually documented elsewhere) light levels before filtration to collect the particulate phase."
"S032";"DAPI/proflavine staining";"4/27/2006 09:10:59";"";"The sample has been stained using DAPI (4',6-diamidino-2-phenylindole), a fluorescent stain that binds strongly to DNA and more weakly to RNA in both live and fixed cells with proflavine, a disinfectant bacteriostatic against many gram-positive bacteria."
"S0320";"parallel incubations with and without grazers, acridine orange staining";"4/27/2006 10:08:10";"";"Aliquots of the sample, one of which has had zooplankton removed, have been retained, usually under controlled conditions, for a predetermined time. After incubation the samples were stained with acridine orange (3,6-dimethylaminoacridine), a nucleic acid selective metachromatic stain useful for cell cycle determination."
"S03200";"isotope-labelled tracer addition, incubation at unspecified light level, cascade filtration";"6/25/2010 17:28:03";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was held for a predetermined time at an unstated (usually documented elsewhere) light intensity before filtration to collect the particulate phase as size fractions."
"S03202";"isotope-labelled tracer addition, incubation at unspecified light level, filtration";"6/25/2010 17:31:33";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was held for a predetermined time at an unstated (usually documented elsewhere) light intensity before filtration to collect the particulate phase."
"S03204";"tracer doping, incubation at unspecified light level, filtration, acidification";"4/27/2006 09:10:59";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was held for a predetermined time at an unstated (usually documented elsewhere) light intensity before filtration to collect the particulate phase.  This was then treated with acid to remove inorganic carbon."
"S03205";"tracer doping, incubation at unspecified light levels, filtration, acidification";"4/27/2006 09:10:59";"";"A dissolved radioactive or stable isotope tracer was added to the samples which were held for a predetermined time at a range of unstated (usually documented elsewhere) light intensities before filtration to collect the particulate phase. This was then treated with acid to remove inorganic carbon."
"S03207";"tracer doping, incubation in the dark";"4/27/2006 09:10:59";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was held for a predetermined time in darkness."
"S03208";"tracer doping, incubation in the dark, cascade filtration";"4/27/2006 09:10:59";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was held for a predetermined time in darkness before filtration to collect the particulate phase as size fractions."
"S0321";"picking";"4/27/2006 09:10:59";"";"Manual selection of certain material, usually biological specimens, from the sample."
"S03210";"isotope-labelled tracer addition, incubation in the dark, filtration";"6/25/2010 17:34:52";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was held for a predetermined time in darkness before filtration to collect the particulate phase."
"S03211";"tracer doping, on-deck incubation";"4/27/2006 09:10:59";"";"The sample, inoculated with dissolved radioactive or stable isotope tracer, was retained for a predetermined period in a surface seawater bath at a light level (usually documented elsewhere) produced by quantitative shading of natural light."
"S03212";"tracer doping, on-deck incubation at full natural light level, cascade filtration";"4/27/2006 09:10:59";"";"The sample, inoculated with dissolved radioactive or stable isotope tracer, was retained for a predetermined period in a surface seawater bath at a light level produced by quantitative shading of natural light (level usually documented elsewhere) before filtration to isolate the particulate phase as size fractions."
"S03213";"tracer doping, on-deck incubation at full natural light level, filtration";"4/27/2006 09:10:59";"";"The sample, inoculated with dissolved radioactive or stable isotope tracer, was retained for a predetermined period in a surface seawater bath in full natural light (level usually documented elsewhere) before filtration to isolate the particulate phase."
"S03214";"tracer doping, on-deck incubation at simulated in-situ light level";"4/27/2006 09:10:59";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was held in a surface seawater bath for a predetermined time at a reduced (by partial shading) natural light level designed to mimic that at collection depth before filtration to collect the particulate phase."
"S03215";"isotope-labelled tracer addition, on-deck incubation at simulated in-situ light level, cascade filtration";"11/24/2009 10:38:40";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was held for a predetermined time, in a surface seawater bath and quantitatively shaded natural light (level usually designed to mimic collection depth and documented elsewhere) before filtration to collect the particulate phase as size fractions."
"S03216";"isotope-labelled tracer addition, on-deck incubation at simulated in-situ light level, filtration";"11/24/2009 10:34:38";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was held for a predetermined time, in a surface seawater bath and quantitatively shaded natural light (level usually designed to mimic collection depth and documented elsewhere) before filtration to collect the particulate phase."
"S03217";"isotope-labelled tracer addition, on-deck incubation at simulated in-situ light level, filtration, acidification";"6/25/2010 17:37:22";"";"A dissolved radioactive or stable isotope tracer was added to the sample which was held for a predetermined time, in a surface seawater bath and quantitatively shaded natural light (levels usually documented elsewhere) before filtration to collect the particulate phase.  This was then treated with acid to remove inorganic carbon."
"S03218";"volume measurement, drying";"4/27/2006 09:10:59";"";"The physical volume of the wet sample was obtained before water was removed by gentle warming, freezing in a vacuum or storage in a desiccator."
"S03219";"3H leucine doping, incubation in the dark, centrifugation";"5/4/2006 12:13:02";"";"Addition of leucine (an amino acid) radiotracer with hydrogen labelled (carbon is a possible alternative) followed by storage for a predetermined period in darkness and extraction of the solid phase for assay using a centrifuge."
"S0322";"polymerase chain reaction with True Agg58 primer; serial dilution";"4/27/2006 09:10:59";"";"Sample has been treated with a specified enzyme to catalyse DNA production followed by quantitative dilution."
"S03220";"wet sieving";"4/27/2006 09:10:59";"";"The sediment sample was separated into size fractions by passing through sieves as a slurry."
"S03221";"wet sieving, acid digestion";"4/27/2006 09:10:59";"";"The sediment sample was separated into size fractions by passing through sieves as a slurry before complete dissolution by aggressive attack with a strong acid."
"S03222";"wet sieving, acid digestion, stannous chloride reduction";"4/27/2006 09:10:59";"";"The sediment sample was separated into size fractions by passing through sieves as a slurry before complete dissolution by aggressive attack with a strong acid followed by reaction (usually to reduce mercury) with stannous chloride."
"S03223";"wet sieving, acidification";"4/27/2006 09:10:59";"";"The sediment sample was separated into size fractions by passing through sieves as a slurry before treatment with acid to remove inorganic carbon."
"S03224";"wet sieving, drying";"4/27/2006 09:10:59";"";"The sediment sample was separated into size fractions by passing through sieves as a slurry before water was removed by gentle warming or freezing in a vacuum."
"S03225";"wet sieving, ignition at 400C";"4/27/2006 09:10:59";"";"The sediment sample was separated into size fractions by passing through sieves as a slurry before being heated in air at 400C."
"S03226";"wet sieving, no acidification";"4/27/2006 09:10:59";"";"The sediment sample was separated into size fractions by passing through sieves as a slurry. There is explicit information that there was no treatment of the sample to remove inorganic carbon."
"S03227";"melting of core section";"4/27/2006 09:18:28";"";"Conversion of the sample from solid to liquid by raising its temperature. Generally refers to ice cores."
"S03228";"micromilling";"6/19/2006 12:59:26";"";"Microscopic-scale, precision drilling of a solid substrate to extract a fine powder for further analysis."
"S0323";"polymerase chain reaction with p1-7 primer; serial dilution";"4/27/2006 09:10:59";"";"Sample has been treated with a specified enzyme to catalyse DNA production followed by quantitative dilution."
"S03230";"bulk aerosol extraction";"7/7/2006 12:38:36";"";"The collection of aerosol droplets of all sizes from an air sample, usually be condensation onto a moistened filter."
"S03231";"eosin staining";"7/24/2006 09:12:01";"";"The sample has been stained using eosin, a blue or yellow coal tar dye useful for colouring cytoplasm."
"S03233";"unfiltered seawater incubation in the dark";"1/25/2007 15:57:32";"";"A sample of natural seawater was incubated without pre-processing with light excluded.  Subsamples were taken at time steps and fixed in Lugol's iodine for plankton community composition determination."
"S03234";"parallel incubations with and without added grazers";"2/21/2007 09:55:31";"";"Aliquots of the sample, some with zooplankton added, were maintained under identical conditions for a predetermined length of time"
"S03235";"parallel screened water incubations with and without added grazers, grazer removal, filtration, acidification";"3/2/2007 00:30:26";"";"Aliquots of the screened (to remove grazers) sample, some with zooplankton added, were maintained under identical conditions for a predetermined length of time.  The grazers were then removed, the samples filtered and the dried residues digested in acid"
"S03236";"parallel screened water incubations with and without added grazers, grazer removal, filtration";"2/27/2007 16:05:11";"";"Aliquots of the screened (to remove grazers) sample, some with zooplankton added, were maintained under identical conditions for a predetermined length of time.  The grazers were then removed and the samples filtered"
"S0324";"polymerase chain reaction with p3-42 primer; serial dilution";"4/27/2006 09:10:59";"";"Sample has been treated with a specified enzyme to catalyse DNA production followed by quantitative dilution."
"S0325";"polymerase chain reaction with universal primer; serial dilution";"4/27/2006 09:10:59";"";"Sample has been treated with a specified enzyme to catalyse DNA production followed by quantitative dilution."
"S0326";"preservation and no staining";"4/27/2006 09:10:59";"";"Sample has been treated with preservative but not stained prior to examination."
"S0328";"screening, in-situ incubation dilution experiment";"4/27/2006 09:10:59";"";"The sample has been taken from one of a series of incubations (tethered to a buoy at collection depth) of coarse filtered (usually to remove zooplankton except for microzooplankton) seawater sample at multiple dilutions. Usually associated with the quantification of phytoplankton consumption by grazers."
"S0329";"screening, on-deck incubation dilution experiment";"4/27/2006 09:10:59";"";"The sample has been taken from one of a series of incubations (in an incubator flushed with surface seawater in full or screened natural light) of coarse filtered (usually to remove zooplankton except for microzooplankton) seawater sample at multiple dilutions. Usually associated with the quantification of phytoplankton consumption by grazers."
"S033";"acetone extraction";"4/27/2006 09:10:59";"";"The sample has been mixed with acetone solvent, usually acidified, to extract soluble compounds, usually plant pigments."
