"conceptid";"preflabel";"modified";"altlabel";"definition"
"NETT0032";"Diver-pushed net - Porter (1973)";"10/21/2011 15:18:49";"Porter diver-pushed net";"A 50 cm diameter ring net 200 cm long with 0.12 mm mesh pushed by a diver."
"NETT0033";"Double Longhurst-Hardy Plankton Recorder - Williams et al. (1983)";"10/21/2011 15:18:49";"Double LHPR";"A modified version of the LHPR . An unenclosed Lowestoft Sampler , 130 cm high x 92 cm wide x 357 cm long and with a 35.6 cm expanding to 76 cm diameter nose cone was used with a recorder box (with 0.28 mm nylon mesh gauze) attached to the cod-end of a main net. A second recorder box was attached to the end of 0.053 mm polyester mesh net. The mouth of this net was attached to a nose cone with 2.6 and 5.1 diameter  mouth openings expanding to 7.7 cm. System acoustically (IOS) telemeters depth, flow, and temperature.  System also carries a chlorophyll sensor with recorder system. Nose cones of both nets have doors that are shut when system deployed and can be opened remotely.  Designed to tow up to 6 knots [Wiebe and Benfield 2003 Plate 27 A]."
"NETT0034";"Deep Submergence Rescue Vehicle Alvin Net-1 - Grice and Huelsemann (1970)";"10/21/2011 15:18:49";"DSRV Alvin Net-1";"A pair of nets were mounted onto the front of DSRV Alvin for collecting planktobenthos at great depths. The mouth openings were D-shaped and hinged so that on descent and ascent of the submersible, the nets could be turned back away from the flow and would not filter. The Alvin arm was used by the pilot to open and close the net.  The nets had 0.233 mm mesh [Wiebe and Benfield 2003 Plate 23 D]."
"NETT0035";"Deep Submergence Rescue Vehicle Alvin Net-2 - Grice (1972)";"10/21/2011 15:18:49";"DSRV Alvin Net-2";"A pair of nets were attached to a pair of rectangular frames 61 cm wide x 31 cm tall which each had a metal door hinged at the top.  The Alvin arm was  used by the pilot to open and close the door.  The nets were positioned about 20 cm above the bottom. The nets had 0.239 mm mesh. Normal pushing speed was 1 knot [Wiebe and Benfield 2003 Plate 23 E]."
"NETT0036";"English umbrella net - Macaulay and Daly (1987)";"10/21/2011 15:18:49";"English umbrella net";"A rectangular net 200 cm on a side and 300 cm long made from 0.22 mm nylon mesh is designed to fit through a hole in an ice flow closed, and open once underneath. A messenger is used to close the mouth opening at a specific depth prior to retrieval though the ice [Wiebe and Benfield 2003 Plate 11 C]."
"NETT0037";"Enlarged Clarke-Bumpus sampler - Yentsch et al. (1962)";"10/21/2011 15:18:49";"Yentsch enlarged Clarke-Bumpus Sampler";"An enlarged (jumbo) version of the Clarke-Bumpus Sampler with a 30 cm diameter mouth opening and 183 cm long net [Wiebe and Benfield 2003 Plate 8 B]. A pressure potentiometer in a SS case and attached to a conducting cable described for determining the depth of the end of a net tow wire."
"NETT0038";"Enlarged Clarke-Bumpus sampler - Paquette et al. (1961)";"10/21/2011 15:18:49";"Paquette enlarged Clarke-Bumpus Sampler";"Construction is a 25.4 cm diameter mouth opening with cylindrical tube 12.7 cm long. The tube is equipped with flat plate which pivots to open or close the flow through the tube and a TSK flowmeter. A 107 cm long conical net is attached to the rear of the tube. (No mesh size given)."
"NETT0039";"Epi-benthic plankton net - Russell (1928)";"10/21/2011 15:18:49";"Russell epi-benthic plankton net";"Construction is 122 cm wide x 30 cm tall rectangular mouth with a 240 cm length net made of stramin. The net is mounted in an Agassiz trawl frame [Wiebe and Benfield 2003 Plate 22 B]."
"NETT0040";"Epi-benthic plankton sampler - Bossanyi (1951)";"10/21/2011 15:18:49";"Bossanyi epi-benthic plankton sampler";"Approximately 91 cm x 61 cm rectangular mouth with net about 213 cm long. Netting with 15.7 meshes per cm. Able of open/close mouth opening [Wiebe and Benfield 2003 Plate 22 C]."
"NETT0041";"Epi-benthic plankton sampler - Clutter (1965)";"10/21/2011 15:18:49";"Clutter epi-benthic plankton sampler";"Construction is a 32cm x 32 cm rectangular mouth opening net attached to a metal box frame work which was 37 cm tall x 37 cm wide x 30 cm long. The net was about 30 cm long had 0.333 mm nylon mesh. The system was lowered to the seafloor where an anchor attached to the net frame by a spool of line became fixed. The net was towed at ~1.5 knots away from the anchor until the line was fully extended whereupon it triggered a choke rope closing the net. Distance covered by the sampler was about 10 m. A scaled up version with 70.1 cm x 70.1 cm mouth opening also described [Wiebe and Benfield 2003 Plate 23 A]."
"NETT0042";"Mechanically opening-closing epi-benthic plankton sled - Wickstead (1953)";"10/21/2011 15:18:49";"Wickstead epi-benthic sled";"Construction is a 61 cm x 30 cm rectangular mouth opening : length of net or mesh size not given [Wiebe and Benfield 2003 Plate 22 D]."
"NETT0043";"Foxton two-chamber cod-end - Currie (1962) Foston (1963)";"10/21/2011 15:18:49";"Foxton two-chamber cod-end";"A modification to the IKMT to allow pressure actuated depth separated collections by a two-part cod end [Wiebe and Benfield 2003 Plate 25 D]."
"NETT0044";"Free-fall plankton net - Heron (1982)";"10/21/2011 15:18:49";"Heron free-fall plankton net";"A modified WP2 cylinder-cone closing net (mesh not specified) which is allowed to free-fall and then is strangled shut and retrieved.  [Wiebe and Benfield 2003 Plate 10C]"
"NETT0045";"Gimbal-ring zooplankton sampler - Kozasa (1984)";"10/21/2011 15:18:49";"Kozasa zooplankton sampler";"Construction is a double-gimballed frame 100 cm tall x 65.5 cm wide supporting a ring net 30 cm in diameter. A bridle is attached to the top of the frame and a weight to the bottom so the net mouth is free of obstructions.   No description of net length or mesh size given."
"NETT0046";"Gulf I high-speed sampler - Arnold (1952)";"10/21/2011 15:18:49";"Gulf I HSS";"A 7.6 cm diameter inside cylinder net 91 cm long of No. 10 screen (0.038 cm mesh).  Equipped with a flowmeter. Towed at ~ 9 knots [Wiebe and Benfield 2003 Plate 15 C]."
"NETT0047";"Gulf II high-speed sampler - Collier (1957)";"10/21/2011 15:18:49";"Gulf II HSS";"A shipboard pump drew water from near the keel of the vessel which was delivered to a circular pan divided into 8 parts each with a filter to catch the plankton. The  sampling interval for a filter was 1 hour. Filters (#1 bolting silk) were replaced every 8 hours.  This system was developed as a substitute for the Continuous Plankton Recorder."
"NETT0048";"Gulf III high-speed sampler - Gehringer (1952)";"10/21/2011 15:18:49";"Gulf III HSS";"Construction is a 40.7 cm diameter nose piece entrance into an 50.2 cm diameter cylinder 152 cm long made of 0.152 cm monel metal mesh. 49.5 cm diameter inside conical net 137 cm long of No. 10 screen (0.038 cm mesh ~ No. 1 silk).  Equipped with flowmeter. Towed at  5+ knots. Also used with 20.3 cm nose cone [Wiebe and Benfield 2003 Plate 15 D]."
"NETT0049";"Modified Gulf V high-speed sampler - Lockwood (1974)";"10/21/2011 15:18:49";"Lockwood modified Gulf V HSS";"Construction is a 50 cm diameter mouth opening x 213 cm long with a nose cone; netting 24.6 mesh per cm; Two flowmeters.  based on Beverton and Tungate sampler. Towed at about 3 knots [Wiebe and Benfield 2003 Plate 17 B]."
"NETT0050";"Gulf V high-speed sampler - Arnold (1959)";"10/21/2011 15:18:49";"Gulf V HSS";"A 41 cm diameter mouth opening with frame 130 cm long.  Conical Monel mesh net with 30 meshes per cm. An unencased and scaled down version of the Gulf III described by Gehringer   [Wiebe and Benfield 2003 Plate 16 A]."
"NETT0051";"Gulf VII Pro-net and MAFF-Guildline high-speed samplers  - Nash et al. (1998)";"10/21/2011 15:18:49";"Gulf VII HSS";"An un-encased frame 275 cm long and 76 cm in diameter with a conical nose cone. (There are smaller and larger variants of the frame and nose cone). Standard mouth opening is 40 cm diameter. Pronet is a conical net with 0.28 mm nylon mesh is 230 cm long.   Both systems are equipped with a pressure, temperature, conductivity sensor, and flowmetering package for transmission to ship via conducting cable or logged internally. Other environmental sensors can be accommodated.  Data scanned/recorded twice per second.  Routinely towed at 5 knots and up to 7 knots [Wiebe and Benfield 2003 Plate 17 C]."
"NETT0052";"Modified Gulf III high-speed sampler - Hempel (1960)";"10/21/2011 15:18:49";"Hempel modified Gulf III HSS (HAI)";"Construction comprises an entrance of 18 cm diameter and a net mesh of 0.4mm. Towed at 6 knots."
"NETT0053";"Modified small Hardy Plankton Sampler - Miller (1961)";"10/21/2011 15:18:49";"Miller modified Hardy Plankton Sampler";"This is a small high-speed sampler (modified from that described by Glover) with 10.1cm diameter aperture opening on a body tube 14 cm internal diameter and a 61cm overall length. Attached to the back of the tube is a 91 cm long nylon net of three meshes (0.947 mm, 0.526 mm, and 0.264 mm). Multiple units used on the towing wire at speeds of 7 to 8 knots with a multiplane kit otter depressor on bottom of wire [Wiebe and Benfield 2003 Plate 14 B]."
"NETT0054";"Hensen egg net - Hensen (1887); Jenkins (1901); Wimpenny (1937)";"10/21/2011 15:18:49";"Hensen egg net";"Construction is a 38 cm diameter mouth (40 cm long conical mouth piece); 100 cm diameter conical net mouth. 144 cm long net of No. 20 silk [Wiebe and Benfield 2003 Plate 1 A, B)"
"NETT0055";"High-speed sampler - Smith and Ahlstrom (1948)";"10/21/2011 15:18:49";"Smith HSS";"Construction comprises a 2.54 cm diameter mouth expanding to 5.08 cm (brass), cylindrical net 5.08 cm and 25.4 cm long made of No. 56xxx grit gauze, and a bucket. Towed at 9 knots."
"NETT0056";"High-speed plankton sampler - Pierce (1937)";"10/21/2011 15:18:49";"Pierce HSS";"Construction comprises a 7 cm mouth opening of front cone which was 16.5 cm long.  17.8 cm diameter cylinder body which was 25.4 cm long. 7 cm conical coarse silk net 16.5 cm long with small jar cod end."
"NETT0057";"High-speed sampler - Erdmann (1937)";"10/21/2011 15:18:49";"Erdmann HSS";"Construction comprises a ~4.5 cm diameter mouth expanding to 12 cm with overall length of 64 cm.  Has an opening/closing mechanism [Wiebe and Benfield 2003 Plate 14 D]."
"NETT0058";"High-speed metal plankton net - Fry (1937)";"10/21/2011 15:18:49";"Fry high-speed metal plankton net";"Construction comprises a 10.2 cm diameter mouth opening expanding to 25.4 cm followed by a mesh cone (15.7 meshes per cm) and a cod end. Overall length 152 cm. Towed with 3 part chain bridle at speeds up to 10 knots [Wiebe and Benfield 2003 Plate 14 C]."
"NETT0059";"High-speed net model I - Cassie (1956)";"10/21/2011 15:18:49";"Cassie high-speed net model I";"A brass cylinder 6 cm diameter and 6 cm long with bridle attachment lugs that had a 180 cm bolting cloth net (16 or 30 meshes per cm) attached to the back [Wiebe and Benfield 2003 Plate 18 A ]."
"NETT0060";"High-Speed net model II - Cassie (1956)";"10/21/2011 15:18:49";"Cassie high-speed net model II";"Same as the model 1 (6cm diameter 6cm long brass cylinder with 180 cm net) except the system was shorter (90 cm) and the net made out of brass gauze with 16 meshes per cm and two metal rods (struts) connected the brass cylinder to the cod end bucket."
"NETT0061";"High-speed net model III - Cassie (1956)";"10/21/2011 15:18:49";"Cassie high-speed net model III";"Same as model 2 (6cm diameter 6cm long brass cylinder with 90 cm net) except shorter again (60 cm) and four metal rods (struts) connected the brass cylinder to the cod end bucket."
"NETT0062";"High-speed net - Cassie (1956)";"10/21/2011 15:18:49";"Cassie high-speed net";"A combination of model 1, model 2 and model 3 nets  towed from the stern of the vessel at ~ 8 knots on a 40 m tow line."
"NETT0063";"High-speed tow net - Gauld and Beganal (1951)";"10/21/2011 15:18:49";"Gauld high-speed tow net";"A 46 cm diameter mouth opening with 15 cm long calico collar, 94 cm long silk net (10.2 meshes per cm), and 12 cm diameter x 17cm long sleeve with ring sewn in at end. The tail of the net is flipped inward and bridles attached to the ring are attached to the front of the net.  A three-part bridle tows the net at speeds up to 7 knots. Design taken from Sheard [Wiebe and Benfield 2003 Plate 15 A]."
"NETT0064";"HOrizontal PLAnkton SAmpler  - Ruetzler et al. (1980)";"10/21/2011 15:18:49";"HOPLASA";"18.5 cm diameter x 40 cm long plexiglass cylinder houses a electric motor and propellor assembly and a flow meter. Attached to the back is a net 80 cm long made with 0.25 mm nylon mesh. The device which creates its own current flow through the net is intended for plankton collection on or near the bottom of coral reefs [Wiebe and Benfield 2003 Plate 24 C]"
"NETT0065";"High-speed successive plankton sampler - Motoda (1953)";"10/21/2011 15:18:49";"Motoda HSS";"Body is 10 cm diameter and 100 cm in length. Tapered nose with two 2 cm openings. Body of cylinder has multiple sections 1.5 cm diameter x 18 cm long to store samples.  Equipped with depth/flowmeter. Collects samples at ~ 8 knots."
"NETT0066";"High-speed sampler - Zacharias (1907)";"8/10/2017 01:37:04";"Zacharias HSS";"A cylindrical tube similar to Apstein's with ~3 cm diameter mouth opening expanding to 8 cm diameter main body with baffles for different towing speeds and a filtering surface at the rear. Overall length 42 cm [Wiebe and Benfield 2003 Plate 13 B]."
"NETT0067";"High speed-sampler - Monti (1910)";"10/21/2011 15:18:49";"Monti HSS";"A cylindrical tube modified from Zacharias with a 3-4 cm diameter mouth opening expanding to 10-12 cm diameter main body and a filtering cone leading to a stopcock at the rear.  Overall length 50 cm [Wiebe and Benfield 2003 Plate 13 C]."
"NETT0068";"High-speed multiple sampler - Porche (1978)";"10/21/2011 15:18:49";"Porche HSS";"Comprises 4 nets and one intake.  The nets rotate into the water flow position to collect a sample. Instrument reference is in French."
"NETT0069";"Horizontal ichthyoplankton tow-net system - Nester (1987)";"10/21/2011 15:18:49";"Nester ichthyoplankton system";"A 50 cm diameter circular net ring is mounted in a 53cm x 53 cm rectangular frame. The net is a cylinder-cone with 0.333 mm nylon mesh.  The tow bridle is attached to a spreader bar to keep the net opening clear of the bridle and depressor attached to bottom of frame.  It has two flowmeters: one inside the net and one outside. Usually towed at 3 knots.  Mainly for catching larval fish.  Similar to the Blackburn and Keith system. It has no opening/closing mechanism."
"NETT0070";"ICITA plankton net - Jossi (1966)";"10/21/2011 15:18:49";"ICITA net";"A 100 cm diameter mouth opening with a conical net with a short (18cm) section of canvas and a 330 cm length section of 0.281 mm Nitex nylon mesh. Used with a flowmeter.  The standard net used during the International Cooperative Investigations of the Tropical Atlantic [Wiebe and Benfield 2003 Plate 2 B]."
"NETT0071";"Isaacs-Kidd Midwater Trawl  - Isaacs and Kidd (1953)";"10/21/2011 15:18:49";"IKMT";"A trawl with a pentagonal mouth opening and a dihedral depressor vane as part of the mouth opening. The original IKMTs were 10 foot (304 cm), and 15 foot (457 cm) at the mouth. The 10 foot IKMT net was 31 feet (9.45 m) in length [Wiebe and Benfield 2003 Plate 3 D]."
"NETT0072";"Modified Isaacs-Kidd Midwater Trawl with MPS cod-end - Pearcy and Hubbard (1964)";"10/21/2011 15:18:49";"Pearcy modified IKMT";"A 1.8 m IKMT fitted with a scaled down version of the Be MPS with 3 nets attached to the back of the trawl.  A pressure-release system controls the opening/closing of the cod-end nets [Wiebe and Benfield 2003 Plate 26 B]."
"NETT0073";"Modified opening-closing Isaacs-Kidd Midwater Trawl - Brown (1975)";"10/21/2011 15:18:49";"Brown modified IKMT";"An IKMT was outfitted with a flap of material that extended from the net mouth to the back end of the net and a 3-stage cod end.  At the start of a haul the flap was down and animals collect in stage 1 of the cod end. A timer released the flap which rode to the top of the net and animals collected in the stage II cod end.  A second timer release caused the stage II cod end to be pursed and it was replaced with the stage III cod end."
"NETT0074";"International Council for the Exploration of the Seas standard net - Ostenfeld and Jespersen  (1924)";"10/21/2011 15:18:49";"ICES standard net";"Net has 50 cm diameter mouth with 60 cm cylindrical portion of 1 cm mesh,  200 cm conical section of silk (No. 25 or No 3).  This net is used for both vertical and horizontal closing tows (based on the Nansen net). A unique way to avoid ship motion described using two davits and a counter balancing weight [Wiebe and Benfield 2003 Plate 1 D]."
