"conceptid";"preflabel";"modified";"altlabel";"definition"
"EPC00025";"Water body dissolved mercury";"10/20/2016 12:27:18";"Dissolved Hg";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in filtered water (any filter type). Total means the element in all possible states of valency and chemical combination."
"EPC00026";"Water body dissolved molybdenum";"10/20/2016 12:27:18";"Dissolved Mo";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in filtered water (any filter type)."
"EPC00027";"Water body dissolved nickel";"10/20/2016 12:27:18";"Dissolved Ni";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in filtered water (any filter type)."
"EPC00028";"Water body dissolved rubidium";"10/20/2016 12:27:18";"Dissolved Rb";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in filtered water (any filter type)."
"EPC00029";"Water body dissolved selenium";"10/20/2016 12:27:18";"Dissolved Se";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in filtered water (any filter type)."
"EPC00030";"Water body dissolved silver";"10/20/2016 12:27:18";"Dissolved Ag";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in filtered water (any filter type)."
"EPC00031";"Water body dissolved strontium";"10/20/2016 12:27:18";"Dissolved Sr";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in filtered water (any filter type)."
"EPC00032";"Water body dissolved tellurium";"10/20/2016 12:27:18";"Dissolved Te";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in filtered water (any filter type)."
"EPC00033";"Water body dissolved thallium";"10/20/2016 12:27:18";"Dissolved Tl";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in filtered water (any filter type)."
"EPC00034";"Water body dissolved tin";"10/20/2016 12:27:18";"Dissolved Sn";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in filtered water (any filter type)."
"EPC00035";"Water body dissolved titanium";"10/20/2016 12:27:18";"Dissolved Ti";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in filtered water (any filter type)."
"EPC00036";"Water body dissolved uranium";"10/20/2016 12:27:18";"Dissolved U";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in filtered water (any filter type)."
"EPC00037";"Water body dissolved vanadium";"10/20/2016 12:27:18";"Dissolved V";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in filtered water (any filter type)."
"EPC00038";"Water body dissolved zinc";"10/20/2016 12:27:18";"Dissolved Zn";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in filtered water (any filter type)."
"EPC00039";"Water body dissolved+particulate aluminium";"10/20/2016 12:27:18";"Dissolved+particulate Al";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water."
"EPC00040";"Water body dissolved+particulate antimony";"10/20/2016 12:27:18";"Dissolved+particulate Sb";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water."
"EPC00041";"Water body dissolved+particulate arsenic";"10/20/2016 12:27:18";"Dissolved+particulate As";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water."
"EPC00042";"Water body dissolved+particulate barium";"10/20/2016 12:27:18";"Dissolved+particulate Ba";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water."
"EPC00043";"Water body dissolved+particulate beryllium";"10/20/2016 12:27:18";"Dissolved+particulate Be";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water."
"EPC00044";"Water body dissolved+particulate boron";"10/20/2016 12:27:18";"Dissolved+particulate B";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water."
"EPC00045";"Water body dissolved+particulate cadmium";"10/20/2016 12:27:18";"Dissolved+particulate Cd";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water."
"EPC00046";"Water body dissolved+particulate chromium";"10/20/2016 12:27:18";"Dissolved+particulate Cr";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water."
"EPC00047";"Water body dissolved+particulate cobalt";"10/20/2016 12:27:18";"Dissolved+particulate Co";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water."
"EPC00048";"Water body dissolved+particulate copper";"10/20/2016 12:27:18";"Dissolved+particulate Cu";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water."
"EPC00049";"Water body dissolved+particulate iron (total chemical species)";"10/20/2016 12:27:18";"Dissolved+particulate total Fe";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water. Total means the element in all possible states of valency and chemical combination."
"EPC00050";"Water body dissolved+particulate lead";"10/20/2016 12:27:18";"Dissolved+particulate Pb";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water."
"EPC00051";"Water body dissolved+particulate lithium";"10/20/2016 12:27:18";"Dissolved+particulate Li";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water."
"EPC00052";"Water body dissolved+particulate manganese (total chemical species)";"10/20/2016 12:27:18";"Dissolved+particulate total Mn";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water. Total means the element in all possible states of valency and chemical combination. Total means the element in all possible states of valency and chemical combination."
"EPC00053";"Water body dissolved+particulate mercury (total chemical species)";"10/20/2016 12:27:18";"Dissolved+particulate total Hg";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water. Total means the element in all possible states of valency and chemical combination."
"EPC00054";"Water body dissolved+particulate molybdenum";"10/20/2016 12:27:18";"Dissolved+particulate Mo";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water."
"EPC00055";"Water body dissolved+particulate nickel";"10/20/2016 12:27:18";"Dissolved+particulate Ni";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water."
"EPC00056";"Water body dissolved+particulate rubidium";"10/20/2016 12:27:18";"Dissolved+particulate Rb";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water."
"EPC00057";"Water body dissolved+particulate selenium";"10/20/2016 12:27:18";"Dissolved+particulate Se";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water."
"EPC00058";"Water body dissolved+particulate silver";"10/20/2016 12:27:18";"Dissolved+particulate Ag";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water."
"EPC00059";"Water body dissolved+particulate strontium";"10/20/2016 12:27:18";"Dissolved+particulate Sr";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water."
"EPC00060";"Water body dissolved+particulate tellurium";"10/20/2016 12:27:18";"Dissolved+particulate Te";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water."
"EPC00061";"Water body dissolved+particulate thallium";"10/20/2016 12:27:18";"Dissolved+particulate Tl";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water."
"EPC00062";"Water body dissolved+particulate tin";"10/20/2016 12:27:18";"Dissolved+particulate Sn";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water."
"EPC00063";"Water body dissolved+particulate titanium";"10/20/2016 12:27:18";"Dissolved+particulate Ti";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water."
"EPC00064";"Water body dissolved+particulate uranium";"10/20/2016 12:27:18";"Dissolved+particulate U";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water."
"EPC00065";"Water body dissolved+particulate vanadium";"10/20/2016 12:27:18";"Dissolved+particulate V";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water."
"EPC00066";"Water body dissolved+particulate zinc";"10/20/2016 12:27:18";"Dissolved+particulate Zn";"Concentration of the metal per unit volume of a river, estuary, sea or ocean by any method in unfiltered water."
"EPC00067";"Water body particulate aluminium";"10/20/2016 12:27:18";"Particulate Al";"Concentration of the metal in particles extracted by filtration (any type of filter) in the water of a river, estuary, sea or ocean by any method and expressed per unit of water volume."
"EPC00068";"Water body particulate barium";"10/20/2016 12:27:18";"Particulate Ba";"Concentration of the metal in particles extracted by filtration (any type of filter) in the water of a river, estuary, sea or ocean by any method and expressed per unit of water volume."
"EPC00069";"Water body particulate cadmium";"10/20/2016 12:27:18";"Particulate Cd";"Concentration of the metal in particles extracted by filtration (any type of filter) in the water of a river, estuary, sea or ocean by any method and expressed per unit of water volume."
"EPC00070";"Water body particulate chromium";"10/20/2016 12:27:18";"Particulate Cr";"Concentration of the metal in particles extracted by filtration (any type of filter) in the water of a river, estuary, sea or ocean by any method and expressed per unit of water volume."
"EPC00071";"Water body particulate cobalt";"10/20/2016 12:27:18";"Particulate Co";"Concentration of the metal in particles extracted by filtration (any type of filter) in the water of a river, estuary, sea or ocean by any method and expressed per unit of water volume."
"EPC00072";"Water body particulate copper";"10/20/2016 12:27:18";"Particulate Cu";"Concentration of the metal in particles extracted by filtration (any type of filter) in the water of a river, estuary, sea or ocean by any method and expressed per unit of water volume."
"EPC00073";"Water body particulate iron (total chemical species)";"10/20/2016 12:27:18";"Particulate total Fe";"Concentration of the metal in particles extracted by filtration (any type of filter) in the water of a river, estuary, sea or ocean by any method and expressed per unit of water volume. Total means the element in all possible states of valency and chemical combination."
"EPC00074";"Water body particulate lead";"10/20/2016 12:27:18";"Particulate Pb";"Concentration of the metal in particles extracted by filtration (any type of filter) in the water of a river, estuary, sea or ocean by any method and expressed per unit of water volume."
"EPC00075";"Water body particulate manganese (total chemical species)";"10/20/2016 12:27:18";"Particulate total Mn";"Concentration of the metal in particles extracted by filtration (any type of filter) in the water of a river, estuary, sea or ocean by any method and expressed per unit of water volume. Total means the element in all possible states of valency and chemical combination."
"EPC00076";"Water body particulate molybdenum";"10/20/2016 12:27:18";"Particulate Mo";"Concentration of the metal in particles extracted by filtration (any type of filter) in the water of a river, estuary, sea or ocean by any method and expressed per unit of water volume."
"EPC00077";"Water body particulate nickel";"10/20/2016 12:27:18";"Particulate Ni";"Concentration of the metal in particles extracted by filtration (any type of filter) in the water of a river, estuary, sea or ocean by any method and expressed per unit of water volume."
"EPC00078";"Water body particulate silver";"10/20/2016 12:27:18";"Particulate Ag";"Concentration of the metal in particles extracted by filtration (any type of filter) in the water of a river, estuary, sea or ocean by any method and expressed per unit of water volume."
"EPC00079";"Water body particulate strontium";"10/20/2016 12:27:18";"Particulate Sr";"Concentration of the metal in particles extracted by filtration (any type of filter) in the water of a river, estuary, sea or ocean by any method and expressed per unit of water volume."
"EPC00080";"Water body particulate titanium";"10/20/2016 12:27:18";"Particulate Ti";"Concentration of the metal in particles extracted by filtration (any type of filter) in the water of a river, estuary, sea or ocean by any method and expressed per unit of water volume."
"EPC00081";"Water body particulate uranium";"10/20/2016 12:27:18";"Particulate U";"Concentration of the metal in particles extracted by filtration (any type of filter) in the water of a river, estuary, sea or ocean by any method and expressed per unit of water volume."
"EPC00082";"Water body particulate vanadium";"10/20/2016 12:27:18";"Particulate V";"Concentration of the metal in particles extracted by filtration (any type of filter) in the water of a river, estuary, sea or ocean by any method and expressed per unit of water volume."
"EPC00083";"Water body particulate zinc";"10/20/2016 12:27:18";"Particulate Zn";"Concentration of the metal in particles extracted by filtration (any type of filter) in the water of a river, estuary, sea or ocean by any method and expressed per unit of water volume."
"EPC00084";"Suspended particulate material aluminium content";"10/20/2016 12:27:18";"SPM Al";"Concentration of the metal in particles extracted by filtration (any type of filter) from a sample of a river, estuary, sea or ocean water or trapped in situ expressed per unit dry weight of the particles by any method."
"EPC00085";"Suspended particulate material arsenic content";"10/20/2016 12:27:18";"SPM As";"Concentration of the metal in particles extracted by filtration (any type of filter) from a sample of a river, estuary, sea or ocean water or trapped in situ expressed per unit dry weight of the particles by any method."
"EPC00086";"Suspended particulate material barium content";"10/20/2016 12:27:18";"SPM Ba";"Concentration of the metal in particles extracted by filtration (any type of filter) from a sample of a river, estuary, sea or ocean water or trapped in situ expressed per unit dry weight of the particles by any method."
"EPC00087";"Suspended particulate material cadmium content";"10/20/2016 12:27:18";"SPM Cd";"Concentration of the metal in particles extracted by filtration (any type of filter) from a sample of a river, estuary, sea or ocean water or trapped in situ expressed per unit dry weight of the particles by any method."
"EPC00088";"Suspended particulate material chromium content";"10/20/2016 12:27:18";"SPM Cr";"Concentration of the metal in particles extracted by filtration (any type of filter) from a sample of a river, estuary, sea or ocean water or trapped in situ expressed per unit dry weight of the particles by any method."
"EPC00089";"Suspended particulate material cobalt content";"10/20/2016 12:27:18";"SPM Co";"Concentration of the metal in particles extracted by filtration (any type of filter) from a sample of a river, estuary, sea or ocean water or trapped in situ expressed per unit dry weight of the particles by any method."
"EPC00090";"Suspended particulate material copper content";"10/20/2016 12:27:18";"SPM Cu";"Concentration of the metal in particles extracted by filtration (any type of filter) from a sample of a river, estuary, sea or ocean water or trapped in situ expressed per unit dry weight of the particles by any method."
"EPC00091";"Suspended particulate material iron (total chemical species) content";"10/20/2016 12:27:18";"SPM total Fe";"Concentration of the metal in particles extracted by filtration (any type of filter) from a sample of a river, estuary, sea or ocean water or trapped in situ expressed per unit dry weight of the particles by any method. Total means the element in all possible states of valency and chemical combination."
"EPC00092";"Suspended particulate material lead content";"10/20/2016 12:27:18";"SPM Pb";"Concentration of the metal in particles extracted by filtration (any type of filter) from a sample of a river, estuary, sea or ocean water or trapped in situ expressed per unit dry weight of the particles by any method."
"EPC00093";"Suspended particulate material lithium content";"10/20/2016 12:27:18";"SPM Li";"Concentration of the metal in particles extracted by filtration (any type of filter) from a sample of a river, estuary, sea or ocean water or trapped in situ expressed per unit dry weight of the particles by any method."
"EPC00094";"Suspended particulate material manganese (total chemical species) content";"10/20/2016 12:27:18";"SPM total Mn";"Concentration of the metal in particles extracted by filtration (any type of filter) from a sample of a river, estuary, sea or ocean water or trapped in situ expressed per unit dry weight of the particles by any method. Total means the element in all possible states of valency and chemical combination."
"EPC00095";"Suspended particulate material mercury (total chemical species) content";"10/20/2016 12:27:18";"SPM total Hg";"Concentration of the metal in particles extracted by filtration (any type of filter) from a sample of a river, estuary, sea or ocean water or trapped in situ expressed per unit dry weight of the particles by any method. Total means the element in all possible states of valency and chemical combination."
"EPC00096";"Suspended particulate material molybdenum content";"10/20/2016 12:27:18";"SPM Mo";"Concentration of the metal in particles extracted by filtration (any type of filter) from a sample of a river, estuary, sea or ocean water or trapped in situ expressed per unit dry weight of the particles by any method."
"EPC00097";"Suspended particulate material nickel content";"10/20/2016 12:27:18";"SPM Ni";"Concentration of the metal in particles extracted by filtration (any type of filter) from a sample of a river, estuary, sea or ocean water or trapped in situ expressed per unit dry weight of the particles by any method."
"EPC00098";"Suspended particulate material rubidium content";"10/20/2016 12:27:18";"SPM Rb";"Concentration of the metal in particles extracted by filtration (any type of filter) from a sample of a river, estuary, sea or ocean water or trapped in situ expressed per unit dry weight of the particles by any method."
"EPC00099";"Suspended particulate material silver content";"10/20/2016 12:27:18";"SPM Ag";"Concentration of the metal in particles extracted by filtration (any type of filter) from a sample of a river, estuary, sea or ocean water or trapped in situ expressed per unit dry weight of the particles by any method."
"EPC00100";"Suspended particulate material strontium content";"10/20/2016 12:27:18";"SPM Sr";"Concentration of the metal in particles extracted by filtration (any type of filter) from a sample of a river, estuary, sea or ocean water or trapped in situ expressed per unit dry weight of the particles by any method."
"EPC00101";"Suspended particulate material titanium content";"10/20/2016 12:27:18";"SPM Ti";"Concentration of the metal in particles extracted by filtration (any type of filter) from a sample of a river, estuary, sea or ocean water or trapped in situ expressed per unit dry weight of the particles by any method."
"EPC00102";"Suspended particulate material uranium content";"10/20/2016 12:27:18";"SPM U";"Concentration of the metal in particles extracted by filtration (any type of filter) from a sample of a river, estuary, sea or ocean water or trapped in situ expressed per unit dry weight of the particles by any method."
"EPC00103";"Suspended particulate material vanadium content";"10/20/2016 12:27:18";"SPM V";"Concentration of the metal in particles extracted by filtration (any type of filter) from a sample of a river, estuary, sea or ocean water or trapped in situ expressed per unit dry weight of the particles by any method."
"EPC00104";"Suspended particulate material zinc content";"10/20/2016 12:27:18";"SPM Zn";"Concentration of the metal in particles extracted by filtration (any type of filter) from a sample of a river, estuary, sea or ocean water or trapped in situ expressed per unit dry weight of the particles by any method."
"EPC00105";"Water body chlorophyll-a";"12/12/2016 15:20:45";"Water body chlorophyll-a";"Concentration of the pigment chlorophyll-a contained in the particlate material of a specified volume of any body of salt or fresh water."
"EPC00106";"Water body chlorophyll-b";"12/12/2016 15:20:45";"Water body chlorophyll-b";"Concentration of the pigment chlorophyll-b contained in the particlate material of a specified volume of any body of salt or fresh water."
"EPC00107";"Water body chlorophyll-c";"12/12/2016 15:20:45";"Water body chlorophyll-c";"Concentration of the pigment chlorophyll-c contained in the particlate material of a specified volume of any body of salt or fresh water."
"EPC00108";"Water body phaeopigments";"4/15/2020 01:53:01";"Water body phaeopigments";"The total amount of all chlorophyll degradation products contained in the particulate material of a specified volume of any body of salt or fresh water."
"EPC00109";"Arsenic per unit dry weight of sediment";"10/20/2016 12:27:18";"As sediment";"Concentration of the specified metal in unit weight of the unsieved or 2mm screened dried sediment."
"EPC00110";"Cadmium per unit dry weight of sediment";"10/20/2016 12:27:18";"Cd sediment";"Concentration of the specified metal in unit weight of the unsieved or 2mm screened dried sediment."
"EPC00111";"Cobalt per unit dry weight of sediment";"10/20/2016 12:27:18";"Co sediment";"Concentration of the specified metal in unit weight of the unsieved or 2mm screened dried sediment."
"EPC00112";"Copper per unit dry weight of sediment";"10/20/2016 12:27:18";"Cu sediment";"Concentration of the specified metal in unit weight of the unsieved or 2mm screened dried sediment."
"EPC00113";"Chromium per unit dry weight of sediment";"10/20/2016 12:27:18";"Cr sediment";"Concentration of the specified metal in unit weight of the unsieved or 2mm screened dried sediment."
"EPC00114";"Iron (total chemical species) per unit dry weight of sediment";"10/20/2016 12:27:18";"Total Fe sediment";"Concentration of the specified metal in unit weight of the unsieved or 2mm screened dried sediment."
"EPC00115";"Lead per unit dry weight of sediment";"10/20/2016 12:27:18";"Pb sediment";"Concentration of the specified metal in unit weight of the unsieved or 2mm screened dried sediment."
"EPC00116";"Manganese (total chemical species) per unit dry weight of sediment";"10/20/2016 12:27:18";"Total Mn sediment";"Concentration of the specified metal in unit weight of the unsieved or 2mm screened dried sediment."
"EPC00117";"Mercury per unit dry weight of sediment";"3/28/2018 16:20:47";"Hg sediment";"Concentration of the specified metal in unit weight of the unsieved or 2mm screened dried sediment."
"EPC00118";"Nickel per unit dry weight of sediment";"10/20/2016 12:27:18";"Ni sediment";"Concentration of the specified metal in unit weight of the unsieved or 2mm screened dried sediment."
"EPC00119";"Zinc per unit dry weight of sediment";"10/20/2016 12:27:18";"Zn sediment";"Concentration of the specified metal in unit weight of the unsieved or 2mm screened dried sediment."
"EPC00120";"Arsenic per unit dry weight of sediment <63um";"10/20/2016 12:27:18";"As sediment <63um";"Concentration of the specified metal in unit weight of the sediment passed through a 63 micron sieve and dried."
"EPC00121";"Cadmium per unit dry weight of sediment <63um";"10/20/2016 12:27:18";"Cd sediment <63um";"Concentration of the specified metal in unit weight of the sediment passed through a 63 micron sieve and dried."
"EPC00122";"Chromium per unit dry weight of sediment <63um";"10/20/2016 12:27:18";"Cr sediment <63um";"Concentration of the specified metal in unit weight of the sediment passed through a 63 micron sieve and dried."
"EPC00123";"Cobalt per unit dry weight of sediment <63um";"10/20/2016 12:27:18";"Co sediment <63um";"Concentration of the specified metal in unit weight of the sediment passed through a 63 micron sieve and dried."
"EPC00124";"Copper per unit dry weight of sediment <63um";"10/20/2016 12:27:18";"Cu sediment <63um";"Concentration of the specified metal in unit weight of the sediment passed through a 63 micron sieve and dried."
"EPC00125";"Iron (total chemical species) per unit dry weight of sediment <63um";"10/20/2016 12:27:18";"Total Fe sediment <63um";"Concentration of the specified metal in unit weight of the sediment passed through a 63 micron sieve and dried."
"EPC00126";"Lead per unit dry weight of sediment <63um";"10/20/2016 12:27:18";"Pb sediment <63um";"Concentration of the specified metal in unit weight of the sediment passed through a 63 micron sieve and dried."
"EPC00127";"Manganese (total chemical species) per unit dry weight of sediment <63um";"10/20/2016 12:27:18";"Total Mn sediment <63um";"Concentration of the specified metal in unit weight of the sediment passed through a 63 micron sieve and dried."
"EPC00128";"Mercury (total chemical species) per unit dry weight of sediment <63um";"10/20/2016 12:27:18";"Total Hg sediment <63um";"Concentration of the specified metal in unit weight of the sediment passed through a 63 micron sieve and dried."
"EPC00129";"Nickel per unit dry weight of sediment <63um";"10/20/2016 12:27:18";"Ni sediment <63um";"Concentration of the specified metal in unit weight of the sediment passed through a 63 micron sieve and dried."
"EPC00130";"Zinc per unit dry weight of sediment <63um";"10/20/2016 12:27:18";"Zn sediment <63um";"Concentration of the specified metal in unit weight of the sediment passed through a 63 micron sieve and dried."
"EPC00131";"Water body total alkalinity";"10/20/2016 12:27:18";"Talk";"Concentration of alkali in the form of carbonate, bicarbonate and hydroxide in a sample from any body of fresh or salt water."
"EPC00132";"Water body dissolved inorganic carbon";"10/20/2016 12:27:18";"TCO2";"Concentration of carbonate plus bicarbonate in a sample from any body of fresh or salt water."
"EPC00133";"Water body carbon dioxide partial pressure";"10/20/2016 12:27:18";"pCO2";"The partial pressure of carbon dioxide gas in an atmosphere that is in equilibrium with a sample from any body of fresh or salt water."
"EPC00134";"Water body total nitrogen";"10/20/2016 12:27:18";"TotN";"Concentration of organic plus inorganic nitrogen in the dissolved phase plus the particulate phase in a given volume of a sample from any body of salt or fresh water."
"EPC00135";"Water body total phosphorus";"10/20/2016 12:27:18";"TotP";"Concentration of organic plus inorganic phosphorus in the dissolved phase plus the particulate phase in a given volume of a sample from any body of salt or fresh water."
"EPC00136";"pH in the sediment";"12/12/2016 15:20:45";"pH in the sediment";"pH in sediment and sediment pore waters."
"EPC00138";"Water body triphenyltin (TPT)";"12/12/2016 15:20:45";"Water body triphenyltin (TPT)";"Concentration of triphenyltin cation in the water (dissolved, reactive particulate or suspended particulate material) regardless of analytical or normalization method."
"EPC00139";"Nitrate plus nitrite in the sediment";"12/12/2016 15:20:45";"Nitrate plus nitrite in the sediment";"Concentration of nitrate plus nitrite per unit volume of sediment pore waters."
"EPC00141";"Water body benzo(a)pyrene";"12/12/2016 15:20:45";"Water body benzo(a)pyrene";"Concentration of Benzo(a)pyrene (dissolved, reactive particulate or suspended particulate material) a river, estuary, sea or ocean by any method in filtered or unfiltered water."
"EPC00142";"Phenanthrene in the sediment";"12/12/2016 15:20:45";"Phenanthrene in the sediment";"Concentration of phenanthrene per unit dry weight of sediment (regardless of sediment size class)."
"EPC00146";"Water body PCB138";"12/12/2016 15:20:45";"Water body PCB138";"Concentration of PCB138 (dissolved, reactive particulate or suspended particulate material) in river, estuary, sea or ocean by any method in filtered or unfiltered water."
"EPC00147";"Water body PCB180";"12/12/2016 15:20:45";"Water body PCB180";"Concentration of PCB180 (dissolved, reactive particulate or suspended particulate material) in river, estuary, sea or ocean by any method in filtered or unfiltered water."
"EPC00148";"Water body PCB101";"12/12/2016 15:20:45";"Water body PCB101";"Concentration of PCB101 (dissolved, reactive particulate or suspended particulate material) in river, estuary, sea or ocean by any method in filtered or unfiltered water."
"EPC00150";"p,p'-DDT+DDD+DDE in the sediment";"12/12/2016 15:20:45";"p,p'-DDT+DDD+DDE in the sediment";"Concentration of p,p'-DDT+DDD+DDE per unit dry weight of sediment (regardless of sediment size class)."
"EPC00151";"Triphenyltin (TPT) in the sediment";"12/12/2016 15:20:45";"Triphenyltin (TPT) in the sediment";"Concentration of triphenyltin cation per unit dry weight of sediment (regardless of sediment size class, analytical and normalization method)."
