"conceptid";"preflabel";"modified";"altlabel";"definition"
"S050018";"profile integration";"11/9/2016 17:49:37";"";"Integration of a series of values of an observed property from the surface to the integration depth (specified elsewhere), usually to provide a measurement per unit area."
"S050019";"manufacturer's calibration applied";"11/9/2016 17:49:37";"";"The sensor has been calibrated using the manufacturer's calibration."
"S050020";"algal1 algorithm";"11/9/2016 17:49:37";"";"Calibration algorithm used to generate chlorophyll concentrations from MERIS multiple-waveband normalised water-leaving radiance measurements."
"S050021";"correction for nitrite";"11/9/2016 17:49:37";"";"Measurement of nitrate+nitrite corrected to remove the nitrite component."
"S050022";"calibration against independent measurements";"11/9/2016 17:49:37";"";"The sensor has been calibrated against other measurements of the observed property (e.g. from another sensor)."
"S050023";"derivation from the raw data from the dark chamber with calibration against sample data";"11/9/2016 17:49:37";"";"Bench FRRF measurement with a sample calibration applied."
"S050024";"computation from the ratio of upwelled irradiance at 440 and 570 nm";"11/9/2016 17:49:37";"";"Computed from the ratio of upwelled irradiance at 440 and 570 nm."
"S050025";"differencing the results from 0.4um and 10**4 Dalton filtered water";"6/29/2017 15:54:57";"";"The results of analyses of samples filtered through 0.4um and a 10000 Dalton (a Dalton is a unit of atomic mass) filters have been differenced to give the data presented."
"S050026";"processing following the Lorenzen protocol";"11/9/2016 17:49:37";"";"Protocol described in Lorenzen, C.J. (1967), Determination of chlorophyll and pheo-pigments: spectrophotometric equations. Limnology and Oceanography, 12(2), 343-346."
"S050027";"OC5 algorithm";"11/9/2016 17:49:37";"";"Calibration algorithm used to generate chlorophyll concentrations from remotely sensed multiple-waveband normalised water-leaving radiance measurements."
"S050028";"synthesis from multiple satellite sensors";"11/9/2016 17:49:37";"";"Synthesis of calibrated data from multiple sensors on one or more satellite platforms."
"S050029";"summation of size-fractionated values and profile integration";"11/9/2016 17:49:37";"";"Integration of a series of summed of measurements made on each filter in a filter cascade different depths from the surface to the integration depth (specified elsewhere), usually to provide a measurement per unit area."
"S050030";"normalisation to organic carbon and lutum content (RIKZ 'standard sediment')";"4/19/2017 19:31:31";"";"A trace chemical analysis method where the recorded value is normalised to the Dutch Rijkswaterstaat standard sediment having 10% organic matter, or equivalently 5% organic carbon."
"S050031";"subtraction of nominal ambient pressure value";"4/25/2017 17:24:02";"";"The data presented represent those recorded by the instrument minus a nominal ambient pressure."
"S050032";"differencing determinations on sample before and after 400C ignition";"4/25/2017 17:24:02";"";"The difference in elemental concentrations has been taken before and after the sampel was subjected to ignition at 400C."
"S050033";"differencing DMSO before and after incubation";"4/25/2017 17:24:02";"";"A change in the concentration of dimethylsulphoxide (DMSO) has been calculated by taking the difference of the DMSO concentrations before and after an incubation experiment."
"S050034";"differencing DOC before and after incubation";"4/25/2017 17:24:02";"";"A change in the concentration of dissolved organic carbon (DOC) has been calculated by taking the difference of the DOC concentrations before and after an incubation experiment."
"S050035";"differencing of the measurements";"4/25/2017 17:24:02";"";"The measurements of a 'before and after' experiment have been differenced."
"S050036";"differencing results from acidified and unacidified samples";"4/25/2017 17:24:02";"";"The data presented are the result of differencing the outcomes of both acidified and unacidified experiments."
"S050037";"differencing results from acidified and unacidified samples and profile integration";"4/25/2017 17:24:02";"";"The data presented are the result of differencing the outcomes of both acidified and unacidified experiments and integration of a profile of measurements."
"S050038";"differencing results from acidified and unacidified samples, summation of size fractionated data and profile integration";"4/25/2017 17:24:02";"";"The data presented are the result of differencing the outcomes of both acidified and unacidified experiments, the integration of data from the complete size range and the integration of data through a vertical profile."
"S050040";"division of in-situ resistivity by resistivity of overlying water";"4/25/2017 17:24:02";"";"The data presented are the resutl of the division of the resistivity of the in-situ pore water by the resisitvity of the overlying water."
"S050041";"division of upwelling irradiance by downwelling irradiance";"4/25/2017 17:24:02";"";"The data presented are the result of dividing the measured upwelling irradiance by the measured downwelling irradiance."
"S050042";"empirical correction for optics fouling and Saunders compressibility correction";"4/25/2017 17:24:02";"";"An attenuance data proccessing method which involves an empirical correction for fouling of the optical instrument window and the Saunders correction for the compressibility of water, described in Saunders (1981). Practical conversion of pressure to depth. J. Phys. Oceanogr. 11: 373-4."
"S050043";"estimation from phytoplankton spectral absorption coefficients after Dubinsky (1980)";"4/25/2017 17:24:02";"";"A light absorbance data processing protocol defined in Dubinsky (1980). Light utilization efficiency in natural phytoplankton communities. In: "Primary Productivity in the Sea". Plenum pp. 83-97."
"S050044";"estimation from surface roughness";"4/25/2017 17:24:02";"";"The parameter is an estimate based on observation of the roughness of the sea surface."
"S050045";"expressed as PPi";"4/25/2017 17:24:02";"";"The data presented are expressed as the reagent in the process, PPi."
"S050046";"expressed to unspecified datum by subtraction of a constant";"4/25/2017 17:24:02";"";"The data presented have been corrected to an unspecified datum by the subtraction of a constant from the recorded measurement."
"S050047";"Fourier analysis after Goda (1970)";"4/25/2017 17:24:02";"";"A wave data processing protocol specified in Goda, Y. (1970) Proc. JSCE, 180 (in Japanese)."
"S050048";"Fourier analysis after Nolte and Hsu (1972)";"4/25/2017 17:24:02";"";"A wave data processing protocol specified in Nolte K G,Hsu F H.Statistics of ocean wave groups[C].Dallas,Texas:Fourth Annual Offshore Technology Conf,1972:637-644."
"S050049";"Fourier analysis with NO depth attenuation correction";"4/25/2017 17:24:02";"";"A wave data processing protocol which does not take into account corrections associated with the attenuation of wave energy with depth."
"S050050";"geometric statistics computation";"4/25/2017 17:24:02";"";"The parameter has been calculated from the computation of statistics describing the geometry of the sediment sample."
"S050051";"laboratory calibration against formazin";"4/25/2017 17:24:02";"";"A procedure where a nephelometer is calibrated on standard nominal turbidity scale based on mesurements made in different concentrations of formazin. Formazin is a particulate phase with 1.5 micron median particle size (0.6 micron standard deviation)."
"S050052";"manual record analysis";"4/25/2017 17:24:02";"";"Derived statistics have been obtained by manual analysis of data recorded on hard-copy paper charts."
"S050053";"most probable number analysis";"4/25/2017 17:24:02";"";"Statistical estimation of an abundance from a number of replicate determinations."
"S050054";"multiplication by 10**7";"4/25/2017 17:24:02";"";"The data value has been scaled by the stated factor, generally to facilitate precision preservation by storing as an integer."
"S050055";"NO correction or calibration of raw count rates";"4/25/2017 17:24:02";"";"The data value has not been converted from from the raw number of counts made by the instrument."
"S050056";"NO salt correction";"4/25/2017 17:24:02";"";"Whilst the data value has been converted into engineering units it has not been corrected for the presence of sea salt in the sample."
"S050057";"NO verification against independent measurements";"4/25/2017 17:24:02";"";"Whilst the data value has been converted into engineering units it has not been verified or back-calibrated against co-located, generally high accuracy, measurements using a different technique such as Winkler titration for oxygen or bench salinometer for salinity."
"S050058";"computation of carbon biomass from abundance";"4/27/2021 12:42:37";"";"Carbon biomass has been computed from the number of individuals and the conversion factor is either unknown or specified elsewhere."
"S050059";"computation of carbon produced from amino acid uptake, abundance and cell volume data";"4/27/2021 12:47:21";"";"Carbon production rate has been computed from the number of individuals and a proxy for biomass production rate."
"S050060";"computation from air temperature and relative humidity data";"4/25/2017 17:24:02";"";"The data have been calculated from the corresponding air temperature and relative humidity values."
"S050061";"computation from concentration";"4/25/2017 17:24:02";"";"The parameter has been calculated from a measured concentration and physical parameters such as temperature and salinity."
"S050062";"computation of carbon biomass from abundance using the equation of Putt and Stoecker (1989)";"4/27/2021 12:44:31";"";"Carbon biomass has been computed from the number of individuals using the protocol documented in Putt M, Stoeker DK (1989) An experimentally determined carbon:volume ratio for marine 'oligotrichous' ciliates from estuarine and coastal waters. Limnol Ocean 34:1097-1103."
"S050063";"analysis of cumulative frequency ordered by phi (coarse to fine)";"4/25/2017 17:24:02";"";"A method of determining the distribution of grain sizes in a sample which involves determining grain size on the logarithmic phi scale described in Krumbein and Sloss (1963) Stratigraphy and Sedimentation, 2nd edition; Freeman; San Francisco."
"S050064";"analysis of cumulative settling rate curve";"4/25/2017 17:24:02";"";"A method of determining the distribution of grain sizes by ordering the settling rates of the particles within a sample."
"S050065";"analysis of cumulative settling rate curve after Folk and Ward (1957)";"4/25/2017 17:24:02";"";"A method of determining the distribution of grain sizes by ordering the settling rates of the particles within a sample described in Folk, R.L., and Ward, W.C., 1957, Brazos River Bar: A study in the significance of grain size parameters: Journal of Sedimentary Petrology, v. 27, no. 1, p. 3-26."
"S050066";"automated record analysis";"4/25/2017 17:24:02";"";"A wave data processing protocol which automatically applies processing protocols to the raw data."
"S050067";"averaging of all functional beams";"4/25/2017 17:24:02";"";"The data value was produced by taking the simple arithmetic average of values from all functioning replicate sensors on an instrument."
"S050068";"averaging values from multiple core segments";"4/25/2017 17:24:02";"";"The data value presented has been calculated as the average value of measurements from multiple segments within a core."
"S050069";"computation of carbon biomass from measured weight and profile integration";"4/27/2021 12:46:23";"";"Biomass was measured per unit volume, converted from mass to carbon and the value per unit area was determined by depth integration."
"S050070";"computation from 1st order Fourier coefficients of directional distribution of energy, A1 and B1";"4/25/2017 17:24:02";"";""
"S050071";"computation from DMS concentration and shipboard wind speed";"4/25/2017 17:24:02";"";"Flux calculation was based on measured DMS and the best available windspeed from the ship's anemometer."
"S050072";"computation from Fm and Fo fluorescence yields from the dark chamber";"4/25/2017 17:24:02";"";"The data value presented has been calculated from the maximum and minimum chlorophyll-a fluorescence yields measured in a dark-adapted state."
"S050073";"computation from Fm and Fo fluorescence yields from the light chamber";"4/25/2017 17:24:02";"";"The data value presented has been calculated from the maximum and minimum chlorophyll-a fluorescence yields measured in a light-adapted state."
"S050074";"computation from potassium concentration";"4/25/2017 17:24:02";"";"The beta activity has been determined by measuring the amount of potassium in the sample and using natural isotopic composition data to convert this to the amount of radioactive 40K isotope."
"S050075";"computation from rate of change of concentration in overlying water";"4/25/2017 17:24:02";"";"The rate of exchange of material between water and sediment has been determined by monitoring the concentration changes in the water and converting this to quantity of material passing between the phases per unit area per unit time."
"S050076";"computation of carbon from calcium";"4/25/2017 17:24:02";"";"The amount of calcium in the sample was measured and converted to carbon on the basis of CaCO3 composition (one mole of carbon for each mole of calcium)."
"S050077";"calibration against sample data and computation from concentration using Benson and Krause algorithm";"8/10/2017 01:25:40";"";"Oxygen concentration was determined by an instrumental measurement calibrated against chemical (generally Winkler Titration) measurements on co-located water samples and saturation was computed according to Benson, B.B., and Krause, D., Jr. 1984. The concentration and isotopic fractionation of oxygen dissolved in freshwater and seawater in equilibrium with the atmosphere. Limnology and Oceanography, 29: 620-632."
"S050078";"calibration to read zero in clear water";"4/25/2017 17:24:02";"";"A correction has been made to the data for light source deterioration using a procedure that results in a zero value in pure water, rather than a zero value in air (which would give a value in pure water of around 0.36)."
"S050079";"calibration using protocols of Deines (1999)";"4/25/2017 17:24:02";"";"An acoustic backscatter calibration protocol described in Deines, K. L. (1999). Backscatter Estimation Using Broadband Acoustic Doppler Current Profilers. In: Anderson, S. P.,Terry, E. A., White, J. A. R., & William, A. J., (Editors), Proceedings of IEEE 6th Working Conference on Current Measurement Technology, pp. 249-253."
"S050080";"computation after Folk and Ward (1957)";"4/25/2017 17:24:02";"";"The value is a statistic derived from sediment grain size distribution data using the equations published in Folk, R.L., and Ward, W.C. (1957). Brazos River bar, a study in the significance of grain-size parameters. J. Sediment. Petrol. 27:3-26."
"S050081";"computation from concentration using Benson and Krause algorithm";"8/10/2017 01:25:40";"";"Saturation was computed from actual concentration and a theoretical concentration predicted from temperature and salinity using the algorithm of Benson, B.B., and Krause, D., Jr. (1984). The concentration and isotopic fractionation of oxygen dissolved in freshwater and seawater in equilibrium with the atmosphere. Limnology and Oceanography, 29: 620-632."
"S050082";"computation from concentration using Weiss algorithm";"4/25/2017 17:24:02";"";"Saturation was computed from actual concentration and theoretical concentrationpredicted from temperature and salinity using the algorithm of Weiss, RF. (1970). The solubility of nitrogen, oxygen and argon in water and seawater. Deep-Sea Research. 17:721-735."
"S050083";"computation from cross spectra";"4/25/2017 17:24:02";"";"The data have been calculated from a cross spectra analysis: a mathematical covariance function used to identify time-series variations with similar spectral properties, i.e. high power in the same spectral frequency bands."
"S050084";"computation from CTD density profile";"4/25/2017 17:24:02";"";"The value was derived by determination from a CTD profile of the depth at which the density increased from surface density by the amount given in the parameter definition."
"S050085";"computation from CTD temperature profile";"4/25/2017 17:24:02";"";"The value was derived by determination from a CTD profile of the depth at which the temperature decreased from surface temperature by the amount given in the parameter definition."
"S050086";"computation from fast microstructure temperature";"4/25/2017 17:24:02";"";"The parameter has been calculated from the output of a thermistor probe which is capable of resolving high resolution temperature differences in a very small time period."
"S050087";"computation from horizontal co-spectra translation after Kuik et al. (1988)";"8/10/2017 01:25:40";"";"A wave data processing protocol developed from the work of Kuik, Van Vledder and Holthuijsen (1988). A method for the routine analysis of pitch-and-roll buoy wave data. J. Phys. Oceanogr. 18: 1020-1034."
"S050088";"computation from moments as defined by Cartwright and Longuet-Higgins (1956)";"4/25/2017 17:24:02";"";"A wave data processing method described in Cartwright and Longuet-Higgins (1956). The statistical distribution of the maxima of a random function. Proc. Roy Soc. A 237:212-232."
"S050089";"computation from pH and alkalinity";"4/25/2017 17:24:02";"";"The parameter has been calculated from the corresponding pH and alkalinity values."
"S050090";"computation from phi size distribution";"4/25/2017 17:24:02";"";"The parameter has been calculated from the distribution of grain sizes within the sample as represented on the logarithmic phi scale described in Krumbein & Sloss (1963) Stratigraphy and Sedimentation, 2nd edition; Freeman; San Francisco."
"S050091";"computation from pressure, salinity and IPTS-68 temperature using UNESCO algorithm";"4/25/2017 17:24:02";"";"The parameter has been calculated from the corresponding pressure, salinity and temperature (on the IPTS-68 scale) values using the algorithm in Fofonoff and Millard (1983). Algorithms for computation of fundamental properties of seawater. UNESCO, Paris."
"S050092";"computation from probe free-fall time using unspecified algorithm";"4/25/2017 17:24:02";"";"The distance travelled (i.e. the depth of the probe below the surface) was computed from time using an unknown assumed speed and/or acceleration."
"S050093";"computation from PvI data and measured light profile";"4/25/2017 17:24:02";"";"The data value has been computed from parameters derived from photosynthesis-versus-light curve analyses and the observed in-situ light profile."
"S050094";"computation from PvI data and measured wavelength-dependent phytoplankton absorption coefficients";"4/25/2017 17:24:02";"";"The data value has been computed from parameters derived from photosynthesis-versus-light curve analyses and the observed wavelength-dependent absorption coefficients."
"S050095";"computation from salinity and potential temperature using UNESCO algorithm";"4/25/2017 17:24:02";"";"The parameter has been calculated from the corresponding salinity and potential temperature values using the algorithm in Fofonoff and Millard (1983). Algorithms for computation of fundamental properties of seawater. UNESCO, Paris."
"S050096";"computation from salinity and temperature using UNESCO algorithm";"4/25/2017 17:24:02";"";"The parameter has been calculated from the corresponding salinity and temperature values using the algorithm in Fofonoff and Millard (1983). Algorithms for computation of fundamental properties of seawater. UNESCO, Paris."
"S050097";"computation from temperature and salinity by unspecified algorithm";"4/25/2017 17:24:02";"";"The parameter has been calculated from the corresponding salinity and temperature values using an unspecified algorithm."
"S050098";"computation from the ratio of horizontal translation to heave";"4/25/2017 17:24:02";"";"A wave data processing protocol which involves analysis of the ratio of the horizontal and vertical movements of the gauge."
"S050099";"computation from travel time averaged from all operational beams and unknown sound velocity profile";"4/25/2017 17:24:02";"";"The parameter has been derived from the average of the two-way travel time of all operational acoustic beams on the instrument and using an unspecified sound velocity profile within the water column."
"S050100";"computation from turbulent kinetic energy and density";"4/25/2017 17:24:02";"";"A vertical diffusion coefficient data processing protocol which involves computing the parameter from the corresponding values of turbulent kinetic energy and density."
"S050101";"computation from variation of light intensity with depth";"4/25/2017 17:24:02";"";"A light extinction coefficient data processing protocol using computation from the light intensity profile."
"S050102";"computation from volume scatter data";"4/25/2017 17:24:02";"";"An optical backscatter data processing protocol where the scattering of light within a volume is used to calculate the values."
"S050103";"correction using co-located air pressure data expressed to unspecified datum by subtraction of a constant";"4/25/2017 17:24:02";"";"A seawater pressure data processing protocol which corrects the recorded data for the atmospheric pressure signal from a co-located atmospheric pressure sensor and translates the data to an unspecified datum through the subtraction of a constant."
"S050104";"correction after Del Grosso";"8/10/2017 01:30:17";"";"A correction to the recorded data for the speed of sound in water described in Del Grosso (1974). 'New equation for the speed of sound in natural waters (with comparisons to other equations). J. Acoust. Soc. Am. 56: 1084-1091"
"S050105";"computation from wet and dry bulb thermometer data";"4/25/2017 17:24:02";"";"Standard meteorological calculation to determine humidity from the degree of cooling produced by evaporation of water."
"S050106";"computation of density reciprocal from pressure, temperature and salinity";"4/25/2017 17:24:02";"";"A factor for the conversion of per volume data to per mass data corresponding to the reciprocal of density as calculated from the corresponding pressure, temperature and salinity measurements."
"S050107";"computation of depth using unspecified drop rate algorithm converted to pressure using UNESCO algorithm";"4/25/2017 17:24:02";"";"An expendable bathythermograph (XBT) data processing protocol which converts the depths recorded using an unspecified drop rate to pressure using the appropriate algorithm from Fofonoff and Millard (1983). Algorithms for computation of fundamental properties of seawater. UNESCO, Paris."
"S050108";"computation of rate of change from variable incubation durations";"4/25/2017 17:24:02";"";"A technique for calculating the partition coefficient of trace metals in the water column which uses incubation experiments of differing lengths."
"S050109";"computation using P-EXEC algorithm";"4/25/2017 17:24:02";"";"A data processing algorithm contained within the Pstar software suite."
"S050110";"computation using stereometrical configurations of Edler (1979)";"8/10/2017 01:25:40";"";"Abundance to biovolume conversion following the protocol described in Edler L (ed) (1979) Recommendations for marine biological studies in the Baltic Sea—phytoplankton and chlorophyll. The Baltic Marine Biologists Publ 5:1-38."
"S050111";"computation using stereometrical configurations of Edler(1979) and carbon factor of Gonzalez and Smetacek(1994)";"4/27/2022 18:00:25";"";"Abundance to biovolume conversion following the protocol described in Edler L (ed) (1979) Recommendations for marine biological studies in the Baltic Sea—phytoplankton and chlorophyll. The Baltic Marine Biologists Publ 5:1-38. Biovolume to carbon biomass using the carbon conversion factor of Gonzalez, H.E., Smetacek, V., (1994). The possible role of the cyclopoid copepod Oithona in retarding vertical flux of zooplankton fecal material. Mar. Ecol.Prog. Ser. 113, 233-246."
"S050112";"computation using UNESCO algorithm";"4/25/2017 17:24:02";"";"The parameter has been calculated using the appropriate algorithm from Fofonoff and Millard (1983). Algorithms for computation of fundamental properties of seawater. UNESCO, Paris."
"S050113";"computation using UNESCO algorithm and calibration against independent measurements";"4/25/2017 17:24:02";"";"The parameter has been calculated with calibration against an independently measured sample and using the appropriate algorithm from Fofonoff and Millard (1983). Algorithms for computation of fundamental properties of seawater. UNESCO, Paris."
"S050114";"computation using UNESCO algorithm and NO calibration against independent measurements";"4/25/2017 17:24:02";"";"The parameter has been calculated without calibration against an independently measured sample and using the appropriate algorithm from Fofonoff and Millard (1983). Algorithms for computation of fundamental properties of seawater. UNESCO, Paris."
"S050115";"conversion to Beaufort scale";"4/25/2017 17:24:02";"";"Classification of windspeed into twelve classes with standardised boundaries."
"S050116";"conversion to depth using unspecified algorithm";"4/25/2017 17:24:02";"";"The parameter has been converted to depth using an unknown algorithm."
"S050117";"conversion to WMO code";"4/25/2017 17:24:02";"";"Classification into classes with standardised boundaries specified in an unspecified World Meteorological Organisation published table ."
"S050118";"conversion to WMO code using table 0885/0877";"4/25/2017 17:24:02";"";"Classification into classes with standardised boundaries specified in World Meteorological Organisation published tables 0885 and 0877 ."
"S050119";"conversion to WMO code using table 1555";"4/25/2017 17:24:02";"";"Classification into classes with standardised boundaries specified in World Meteorological Organisation published table 1555 ."
"S050120";"conversion to WMO code using table 3155";"4/25/2017 17:24:02";"";"Classification into classes with standardised boundaries specified in World Meteorological Organisation published table 315 ."
"S050121";"conversion to WMO code using table 3700";"4/25/2017 17:24:02";"";"Classification into classes with standardised boundaries specified in World Meteorological Organisation published table 3700 ."
"S050122";"conversion to WMO code using table 4677/4501";"4/25/2017 17:24:02";"";"Classification into classes with standardised boundaries specified in World Meteorological Organisation published tables 4677 and 4501."
"S050123";"conversion to seawater depth using UNESCO algorithm";"4/25/2017 17:24:02";"";"The parameter has been converted to seawater depth using the appropriate algorithm from Fofonoff and Millard (1983). Algorithms for computation of fundamental properties of seawater. UNESCO, Paris."
"S050124";"correction for atmospheric pressure";"4/25/2017 17:24:02";"";"A seawater pressure data processing protocol which removes the atmospheric pressure signal from the recorded data."
"S050125";"correction to read zero at sea level";"4/25/2017 17:24:02";"";"The data presented have been corrected to be zero at the corresponding sea level."
"S050126";"correction after Kuwahara";"4/25/2017 17:24:02";"";"A correction to the recorded data for the speed of sound in water described in Kuwahara & Poeckert (1989). Accurate seafloor mapping using precise navigation and side-scan sonar. Oceans '89: The Global Ocean, 4: 1148-1152"
"S050127";"correction after Wilson";"4/25/2017 17:24:02";"";"A correction to the recorded data for the speed of sound in water described in Wilson (1960). Equation for the speed of sound in sea water. J. Acoust. Soc. Amer. 32(10): 1357"
"S050128";"correction based on measured sound velocity profile";"4/25/2017 17:24:02";"";"A correction to the recorded data for the speed of sound in water based on the observed profile of sound velocity in the water column."
"S050129";"correction for bacterial chlorophyll c+d following Caraco & Puccoon 1986 and Golterman et al. 1978 protocols";"4/25/2017 17:24:02";"";"A correction for the presence of bacterial chlorophyll-c and -d was applied to the recorded data as detailed in Caraco & Puccoon (1986). The measurement of bacterial chlorophyll and algal chlorophyll a in natural waters. Limnol. Oceanogr. 31(4): 889-893; Golterman, Clymo & Ohnstad MAM (1978). Methods of physical and chemical analysis of fresh water. Blackwell Scientific Publishers, Oxford, 214p."
"S050130";"correction for drift";"4/25/2017 17:24:02";"";"The data value has been corrected for instrument drift."
"S050131";"correction for hydrolysis";"4/25/2017 17:24:02";"";"The data value has been corrected for the chemical process of hydrolysis (the splitting of a water molecule into H+ and OH-)."
"S050132";"correction for seawater compressibility";"4/25/2017 17:24:02";"";"The data value has been corrected for the compressibility of seawater at depth."
"S050133";"correction to a common scale";"4/25/2017 17:24:02";"";"The data were recorded on an arbitrary scale and have been translated to a common scale throughout the record."
"S050134";"correction to a path length of 1m";"4/25/2017 17:24:02";"";"The data were recorded on one path length and have been corrected to a one metre path length."
"S050135";"correction to a path length of 1m and for seawater compressibility";"4/25/2017 17:24:02";"";"The data were recorded on one path length and have been corrected to a one metre path length and for the compressibility of seawater at depth."
"S050136";"correction to sea level";"4/25/2017 17:24:02";"";"The data measured have been corrected to sea level by addition of a constant."
"S050137";"correction to sea level and averaging of multiple sensors";"4/25/2017 17:24:02";"";"The data measured have been corrected to sea level by addition of a constant and have been averaged from the output of multiple instruments."
"S050138";"correction to sea level and subtraction of value predicted by tidal analysis";"4/25/2017 17:24:02";"";"A residual value of pressure has been computed by calibrating the instrument to read zero at sea level and subtracting values computed using an unspecified tidal analysis algorithm from the measured values."
"S050139";"correction to true North";"4/25/2017 17:24:02";"";"The data value was measured relative to magnetic North then corrected to true North by adding the magnetic declination for the location and time of the measurement."
"S050140";"correction to zero at sea level and conversion to depth using unspecified algorithm";"4/25/2017 17:24:02";"";"The recorded data have been corrected to read zero at sea level and have been converted to depth using an unspecified algorithm."
"S050141";"correction using Carter's tables";"4/25/2017 17:24:02";"";"An echo sounder data correction specified in Carter (1980). Echo-Sounding Correction Tables, 3rd Edition. Hydrographic Department, Taunton, UK."
"S050142";"correction using co-located air pressure and subtraction of value predicted by tidal analysis";"4/25/2017 17:24:02";"";"A residual value of pressure has been computed by subtracting measured atmospheric pressures followed by values computed using an unspecified tidal analysis algorithm from the measured values."
"S050143";"correction using Matthew's tables";"4/25/2017 17:24:02";"";"An echo sounder data correction specified in Matthews (1939). Tables of the Velocity of Sound in Pure Water and Sea Water for Use in Echo-Sounding and Sound- Ranging, 2nd Ed. Hydrographic Department, Ministry of Defense, United Kingdom."
"S050144";"dark current baseline correction";"4/25/2017 17:24:02";"";"The instrument output has been corrected for the baseline measurement made by the instrument in the dark."
"S050145";"derivation from GEBCO centenary edition 1-minute global grid";"4/25/2017 17:24:02";"";"The data have been derived from the GEBCO Centenary Edition CD-ROM data, one-minute grid."
"S050146";"derivation from the raw data from the dark chamber to Kolber et al 1998 biophysical model using Laney v4 2003 software";"4/25/2017 17:24:02";"";"The data value has been derived from the dark chamber instrument output and software which implements the biophysical model of Kolber, Prasil & Falkowski (1998). Measurements of variable chlorophyll fluorescence using fast repetition rate techniques. I. Defining methodology and experimental protocols. Biochem. Biophys. Acta 1367: 88-106."
"S050147";"derivation from the raw data from the light chamber to Kolber et al 1998 biophysical model using Laney v4 2003 software";"4/25/2017 17:24:02";"";"The data value has been derived from the light chamber instrument output and software which implements the biophysical model of Kolber, Prasil & Falkowski (1998). Measurements of variable chlorophyll fluorescence using fast repetition rate techniques. I. Defining methodology and experimental protocols. Biochem. Biophys. Acta 1367: 88-106."
"S050148";"differencing carbon uptake with and without nitrification inhibitor";"4/25/2017 17:24:02";"";"An oxidation rate has been calculated by taking the difference of the carbon uptake in incubation experiments conducted with and without nitrification inhibitors present."
"S050149";"volume computation from mass and mean density";"4/25/2017 17:24:02";"";"A sediment pore water data processing protocol which involves taking the mass of the sample before and after drying and takes into account the mean density of the sediment."
"S050150";"volume computation from weight loss on drying and salt correction";"4/25/2017 17:24:02";"";"A sediment pore water data processing protocol which involves taking the mass of the sample before and after drying and takes into account the salinity of the water driven off from the sample during drying."
"S050151";"normalisation with biomass expressed as carbon";"4/25/2017 17:24:02";"";"The data presented have been normalised such that the biomass fraction of the sample defined by the parameter is expressed as carbon."
"S050152";"normalisation with biomass expressed as nitrogen";"4/25/2017 17:24:02";"";"The data presented have been normalised such that the biomass fraction of the sample defined by the parameter is expressed as nitrogen."
